"Observation station","Year","Month","Day","Time [UTC]","Average temperature [°C]","Maximum temperature [°C]","Minimum temperature [°C]","Average relative humidity [%]","Wind speed [m/s]","Maximum wind speed [m/s]"
"Helsinki Kumpula","2021","9","6","11:00","14.7","15.1","14.3","78","2.5","2.8"
"Helsinki Kumpula","2021","9","6","12:00","14.6","15.5","14.3","81","2","2.6"
"Helsinki Kumpula","2021","9","6","13:00","16","17","14.8","68","1.4","2.3"
"Helsinki Kumpula","2021","9","6","14:00","15.8","17.2","14.5","71","2","3"
"Helsinki Kumpula","2021","9","6","15:00","16","16.8","15.5","63","2.4","2.9"
"Helsinki Kumpula","2021","9","6","16:00","15.6","16.4","14.6","52","3.7","4.7"
"Helsinki Kumpula","2021","9","6","17:00","13.3","14.5","12.4","60","2.8","4.2"
"Helsinki Kumpula","2021","9","6","18:00","11.6","12.3","11.3","68","3","3.6"
"Helsinki Kumpula","2021","9","6","19:00","10.9","11.3","10.3","71","2.2","2.7"
"Helsinki Kumpula","2021","9","6","20:00","10.1","10.3","9.8","75","1.8","2.1"
"Helsinki Kumpula","2021","9","6","21:00","9.2","9.8","8.8","80","2.1","3.3"
"Helsinki Kumpula","2021","9","6","22:00","8.3","8.7","8","85","4.3","5.2"
"Helsinki Kumpula","2021","9","6","23:00","7.8","8.4","7.4","88","4","5.3"
"Helsinki Kumpula","2021","9","7","00:00","6.8","7.4","6.5","93","3.6","3.8"
"Helsinki Kumpula","2021","9","7","01:00","6.3","6.4","6.2","95","4.3","4.8"
"Helsinki Kumpula","2021","9","7","02:00","6.2","6.3","6.1","95","4.8","5.1"
"Helsinki Kumpula","2021","9","7","03:00","5.9","6.2","5.6","95","4.3","4.8"
"Helsinki Kumpula","2021","9","7","04:00","5.6","6","5.3","97","4.7","5"
"Helsinki Kumpula","2021","9","7","05:00","6.5","6.8","6","95","4.3","4.9"
"Helsinki Kumpula","2021","9","7","06:00","8.9","9.9","6.8","91","3.6","4.9"
"Helsinki Kumpula","2021","9","7","07:00","10.6","11.3","9.9","81","2.7","3.5"
"Helsinki Kumpula","2021","9","7","08:00","12.4","13.9","11.3","71","3.9","4.6"
"Helsinki Kumpula","2021","9","7","09:00","14.3","14.8","13.9","65","3.7","4.3"
"Helsinki Kumpula","2021","9","7","10:00","15.2","15.4","14.9","63","3.9","4.5"
"Helsinki Kumpula","2021","9","7","11:00","15.2","15.5","14.9","77","5.2","5.8"
"Helsinki Kumpula","2021","9","7","12:00","15.2","15.4","15.1","81","5.1","6.1"
"Helsinki Kumpula","2021","9","7","13:00","15.3","15.4","15.1","81","5.2","5.9"
"Helsinki Kumpula","2021","9","7","14:00","15.4","15.6","15","81","5.1","5.9"
"Helsinki Kumpula","2021","9","7","15:00","14.8","15","14.4","83","4.6","5.5"
"Helsinki Kumpula","2021","9","7","16:00","14.2","14.5","13.9","86","5.2","6"
"Helsinki Kumpula","2021","9","7","17:00","13.9","14","13.8","87","5.6","6.8"
"Helsinki Kumpula","2021","9","7","18:00","13.7","13.8","13.6","89","5.3","5.8"
"Helsinki Kumpula","2021","9","7","19:00","13.5","13.7","13.5","91","4.6","5.6"
"Helsinki Kumpula","2021","9","7","20:00","13.5","13.5","13.4","93","4.4","4.8"
"Helsinki Kumpula","2021","9","7","21:00","13.5","13.5","13.3","93","4.2","4.5"
"Helsinki Kumpula","2021","9","7","22:00","13.1","13.4","12.8","94","4.5","5"
"Helsinki Kumpula","2021","9","7","23:00","12.7","12.8","12.6","96","4.3","4.9"
"Helsinki Kumpula","2021","9","8","00:00","12.5","12.6","12.3","97","4","4.2"
"Helsinki Kumpula","2021","9","8","01:00","12.4","12.5","12.3","97","4.5","5"
"Helsinki Kumpula","2021","9","8","02:00","12.5","12.7","12.3","96","5.2","6.2"
"Helsinki Kumpula","2021","9","8","03:00","12.6","12.8","12.5","96","5.8","6.5"
"Helsinki Kumpula","2021","9","8","04:00","12.6","12.7","12.5","96","5","6.1"
"Helsinki Kumpula","2021","9","8","05:00","12.9","13.5","12.7","95","5.6","6.3"
"Helsinki Kumpula","2021","9","8","06:00","14.2","14.5","13.5","91","5","6.4"
"Helsinki Kumpula","2021","9","8","07:00","14.7","15","14.5","90","3.1","4.2"
"Helsinki Kumpula","2021","9","8","08:00","15.2","15.5","15","89","3.9","4.5"
"Helsinki Kumpula","2021","9","8","09:00","15.1","15.3","14.8","91","4.4","5.1"
"Helsinki Kumpula","2021","9","8","10:00","15.4","15.8","15.1","90","5.5","6.4"
"Helsinki Kumpula","2021","9","8","11:00","16.2","16.5","15.9","86","5.3","6.4"
"Helsinki Kumpula","2021","9","8","12:00","16.7","17.7","16.1","83","6.5","8.1"
"Helsinki Kumpula","2021","9","8","13:00","17","17.5","16.3","81","6.8","8.3"
"Helsinki Kumpula","2021","9","8","14:00","16.3","16.7","15.8","85","6.3","7.4"
"Helsinki Kumpula","2021","9","8","15:00","15.6","16","15.4","87","5.3","6.5"
"Helsinki Kumpula","2021","9","8","16:00","15.6","15.8","15.4","87","4.3","5.2"
"Helsinki Kumpula","2021","9","8","17:00","15.4","15.6","14.9","88","4.4","5.4"
"Helsinki Kumpula","2021","9","8","18:00","14.8","15","14.5","92","3.4","4"
"Helsinki Kumpula","2021","9","8","19:00","14.7","14.9","14.5","93","4.6","5.2"
"Helsinki Kumpula","2021","9","8","20:00","14.7","15","14.5","93","4.2","5.4"
"Helsinki Kumpula","2021","9","8","21:00","14.3","14.7","13.9","94","4.2","4.8"
"Helsinki Kumpula","2021","9","8","22:00","13.6","13.9","13.2","97","3.9","4.8"
"Helsinki Kumpula","2021","9","8","23:00","13.1","13.3","13","98","4.3","4.7"
"Helsinki Kumpula","2021","9","9","00:00","12.9","13","12.7","98","4.6","5.1"
"Helsinki Kumpula","2021","9","9","01:00","12.6","12.8","12.3","98","4.9","5.3"
"Helsinki Kumpula","2021","9","9","02:00","12.3","12.5","12.2","97","4.9","5.3"
"Helsinki Kumpula","2021","9","9","03:00","12.4","12.7","12.2","96","3.4","5.2"
"Helsinki Kumpula","2021","9","9","04:00","12.7","13","12.2","95","2.8","3.5"
"Helsinki Kumpula","2021","9","9","05:00","13","13.3","12.8","94","2","2.9"
"Helsinki Kumpula","2021","9","9","06:00","13.9","14.4","13.3","91","1.6","2.3"
"Helsinki Kumpula","2021","9","9","07:00","15.4","16.3","14.4","85","2.6","3.9"
"Helsinki Kumpula","2021","9","9","08:00","16","16.4","15.5","87","3.9","5.1"
"Helsinki Kumpula","2021","9","9","09:00","17.4","18.7","16.4","84","4.7","6.2"
"Helsinki Kumpula","2021","9","9","10:00","17.5","18","17.1","84","5.1","6.1"
"Helsinki Kumpula","2021","9","9","11:00","19.1","20.2","18","76","5.3","6.7"
"Helsinki Kumpula","2021","9","9","12:00","19.1","20.3","18.5","75","5.9","7"
"Helsinki Kumpula","2021","9","9","13:00","18.5","19","18.1","78","6.1","7"
"Helsinki Kumpula","2021","9","9","14:00","18.4","18.8","17.8","78","6.9","7.8"
"Helsinki Kumpula","2021","9","9","15:00","16.9","17.8","16.2","83","7.1","8"
"Helsinki Kumpula","2021","9","9","16:00","15.8","16.2","15.6","88","5.8","7.1"
"Helsinki Kumpula","2021","9","9","17:00","15.3","15.6","14.8","91","4.5","5.6"
"Helsinki Kumpula","2021","9","9","18:00","14.7","15","14.2","94","2.9","4.5"
"Helsinki Kumpula","2021","9","9","19:00","14.2","14.9","13.9","96","3","3.9"
"Helsinki Kumpula","2021","9","9","20:00","15.1","15.3","15","91","3.1","4.2"
"Helsinki Kumpula","2021","9","9","21:00","14.8","15","14.4","88","3.7","4.1"
"Helsinki Kumpula","2021","9","9","22:00","14.3","14.4","14.2","89","2.8","3.7"
"Helsinki Kumpula","2021","9","9","23:00","14.1","14.2","13.9","89","2.8","3.5"
"Helsinki Kumpula","2021","9","10","00:00","13.5","13.9","13.1","91","4.1","5"
"Helsinki Kumpula","2021","9","10","01:00","12.8","13.1","12.5","91","4.1","5.3"
"Helsinki Kumpula","2021","9","10","02:00","12.3","12.6","11.9","90","2.9","4"
"Helsinki Kumpula","2021","9","10","03:00","11.3","11.9","10.7","93","2.4","2.7"
"Helsinki Kumpula","2021","9","10","04:00","10.7","11","10.3","95","2.8","3.2"
"Helsinki Kumpula","2021","9","10","05:00","10.6","10.8","10.5","94","3.2","3.6"
"Helsinki Kumpula","2021","9","10","06:00","11.6","12.1","10.8","87","2.9","3.4"
"Helsinki Kumpula","2021","9","10","07:00","11.3","11.8","11","89","2.8","3.7"
"Helsinki Kumpula","2021","9","10","08:00","12.1","12.9","11","83","3","3.5"
"Helsinki Kumpula","2021","9","10","09:00","13.4","14.3","12.6","77","2.9","3.6"
"Helsinki Kumpula","2021","9","10","10:00","14.7","15.3","14","73","3.2","3.7"
"Helsinki Kumpula","2021","9","10","11:00","15","15.3","14.6","70","4.5","5.2"
"Helsinki Kumpula","2021","9","10","12:00","14.5","15","14.2","73","5.4","6.1"
"Helsinki Kumpula","2021","9","10","13:00","14.3","14.8","14","73","5.2","6.2"
"Helsinki Kumpula","2021","9","10","14:00","14.5","14.7","14.2","76","5.2","6.1"
"Helsinki Kumpula","2021","9","10","15:00","14.2","14.6","14","76","4.6","5.3"
"Helsinki Kumpula","2021","9","10","16:00","13.7","14.1","13.3","81","4.5","4.9"
"Helsinki Kumpula","2021","9","10","17:00","12.9","13.3","12.6","86","4.2","5.1"
"Helsinki Kumpula","2021","9","10","18:00","12.5","12.7","12.2","89","3.8","4.7"
"Helsinki Kumpula","2021","9","10","19:00","12.6","12.9","12.4","87","3.5","4.5"
"Helsinki Kumpula","2021","9","10","20:00","12.9","13","12.8","86","3.5","4.8"
"Helsinki Kumpula","2021","9","10","21:00","13","13.1","13","85","4","5.1"
"Helsinki Kumpula","2021","9","10","22:00","12.9","13","12.9","86","2.8","3.5"
"Helsinki Kumpula","2021","9","10","23:00","12.9","12.9","12.8","87","2.1","2.8"
"Helsinki Kumpula","2021","9","11","00:00","12.8","12.8","12.7","88","2.2","2.7"
"Helsinki Kumpula","2021","9","11","01:00","12.9","13.1","12.8","89","2.3","2.7"
"Helsinki Kumpula","2021","9","11","02:00","13.2","13.3","13.1","90","2.8","3.5"
"Helsinki Kumpula","2021","9","11","03:00","13.2","13.3","13.2","91","2.1","2.9"
"Helsinki Kumpula","2021","9","11","04:00","13.3","13.5","13.1","93","2.9","4.2"
"Helsinki Kumpula","2021","9","11","05:00","13.7","14","13.5","94","4","4.4"
"Helsinki Kumpula","2021","9","11","06:00","14.6","15","14.1","93","3","4.5"
"Helsinki Kumpula","2021","9","11","07:00","14.9","15.3","14.5","94","3","3.7"
"Helsinki Kumpula","2021","9","11","08:00","14.5","14.9","14.3","97","2.4","2.9"
"Helsinki Kumpula","2021","9","11","09:00","15","15.9","14.6","94","2.3","2.8"
"Helsinki Kumpula","2021","9","11","10:00","15.6","15.9","15.3","90","2","2.4"
"Helsinki Kumpula","2021","9","11","11:00","16.2","16.7","15.7","88","2.5","3.5"
"Helsinki Kumpula","2021","9","11","12:00","16.6","16.9","16.2","86","2.8","3.5"
"Helsinki Kumpula","2021","9","11","13:00","16.8","17.1","16.6","85","2.8","3.3"
"Helsinki Kumpula","2021","9","11","14:00","16.1","17","15.1","86","3.1","3.5"
"Helsinki Kumpula","2021","9","11","15:00","14.8","15.1","14.5","92","2.3","3"
"Helsinki Kumpula","2021","9","11","16:00","14.7","15.1","14.3","92","2.8","3.3"
"Helsinki Kumpula","2021","9","11","17:00","14","14.3","13.8","96","2.2","2.5"
"Helsinki Kumpula","2021","9","11","18:00","13.5","13.9","13.1","98","3","4.3"
"Helsinki Kumpula","2021","9","11","19:00","12.9","13.1","12.8","99","-","-"
"Helsinki Kumpula","2021","9","11","20:00","12.8","12.9","12.6","99","2.2","3"
"Helsinki Kumpula","2021","9","11","21:00","12.6","12.8","12.5","99","2.3","3.3"
"Helsinki Kumpula","2021","9","11","22:00","12.9","13.1","12.7","99","2.7","3.5"
"Helsinki Kumpula","2021","9","11","23:00","13.1","13.2","13.1","99","2.7","-"
"Helsinki Kumpula","2021","9","12","00:00","13.2","13.4","13.1","99","3.2","3.7"
"Helsinki Kumpula","2021","9","12","01:00","13.4","13.5","13.3","100","2.7","3.4"
"Helsinki Kumpula","2021","9","12","02:00","13.5","13.5","13.4","100","3","-"
"Helsinki Kumpula","2021","9","12","03:00","13.4","13.5","13.3","100","3.9","4.8"
"Helsinki Kumpula","2021","9","12","04:00","13.3","13.4","13.2","100","4","4.9"
"Helsinki Kumpula","2021","9","12","05:00","13.3","13.4","13.2","100","4.7","5.1"
"Helsinki Kumpula","2021","9","12","06:00","13.5","13.6","13.4","100","4.3","5.5"
"Helsinki Kumpula","2021","9","12","07:00","13.7","13.8","13.6","99","3.8","4.4"
"Helsinki Kumpula","2021","9","12","08:00","13.9","14","13.8","99","4.1","5"
"Helsinki Kumpula","2021","9","12","09:00","14","14.1","14","99","3.7","4.5"
"Helsinki Kumpula","2021","9","12","10:00","14.2","14.3","14","98","3.8","4.3"
"Helsinki Kumpula","2021","9","12","11:00","14.4","14.6","14.2","99","2.8","3.2"
"Helsinki Kumpula","2021","9","12","12:00","14.9","15.1","14.6","99","4.4","5.5"
"Helsinki Kumpula","2021","9","12","13:00","15.1","15.3","15","99","4.8","5.2"
"Helsinki Kumpula","2021","9","12","14:00","15.2","15.4","15.1","99","4.1","5.1"
"Helsinki Kumpula","2021","9","12","15:00","15.2","15.5","14.9","99","4.9","5.8"
"Helsinki Kumpula","2021","9","12","16:00","14.8","15.1","14.6","98","4.8","5.7"
"Helsinki Kumpula","2021","9","12","17:00","14.5","14.6","14.4","98","4.7","5.2"
"Helsinki Kumpula","2021","9","12","18:00","14.3","14.4","14.2","98","4.3","5.1"
"Helsinki Kumpula","2021","9","12","19:00","14.3","14.3","14.2","98","4.1","4.9"
"Helsinki Kumpula","2021","9","12","20:00","14.4","14.5","14.3","99","4.3","4.9"
"Helsinki Kumpula","2021","9","12","21:00","14.6","14.7","14.5","99","4","4.8"
"Helsinki Kumpula","2021","9","12","22:00","14.7","14.7","14.7","99","3.8","4.5"
"Helsinki Kumpula","2021","9","12","23:00","14.7","14.7","14.6","99","4","4.7"
"Helsinki Kumpula","2021","9","13","00:00","14.7","14.7","14.6","100","4.1","4.5"
"Helsinki Kumpula","2021","9","13","01:00","14.4","14.6","14.4","100","4.7","5.3"
"Helsinki Kumpula","2021","9","13","02:00","14.5","14.6","14.4","100","3.8","4.6"
"Helsinki Kumpula","2021","9","13","03:00","14.6","14.6","14.6","100","3.7","4.3"
"Helsinki Kumpula","2021","9","13","04:00","14.6","14.7","14.3","99","3.4","4"
"Helsinki Kumpula","2021","9","13","05:00","13.7","14.3","13.4","97","4.1","4.7"
"Helsinki Kumpula","2021","9","13","06:00","13.6","13.9","13.4","95","4.9","5.3"
"Helsinki Kumpula","2021","9","13","07:00","13.1","13.5","12.6","95","5.9","6.8"
"Helsinki Kumpula","2021","9","13","08:00","12.6","13.2","12.3","93","5.8","7.4"
"Helsinki Kumpula","2021","9","13","09:00","13.5","14.4","12.6","85","6.7","8.2"
"Helsinki Kumpula","2021","9","13","10:00","13.8","14.4","13","76","7","8.5"
"Helsinki Kumpula","2021","9","13","11:00","14.5","15","14.2","67","7.6","9.5"
"Helsinki Kumpula","2021","9","13","12:00","14.8","15.3","14.4","55","8.4","10.5"
"Helsinki Kumpula","2021","9","13","13:00","15.1","15.4","14.8","49","8.2","9.7"
"Helsinki Kumpula","2021","9","13","14:00","15","15.2","14.8","46","8.3","9.8"
"Helsinki Kumpula","2021","9","13","15:00","14.2","15.1","13.3","46","8.1","9.9"
"Helsinki Kumpula","2021","9","13","16:00","12.5","13.3","11.7","49","9.1","10.9"
"Helsinki Kumpula","2021","9","13","17:00","11.1","11.7","10.5","53","8.4","9.6"
"Helsinki Kumpula","2021","9","13","18:00","9.9","10.5","9.3","58","7.2","9"
"Helsinki Kumpula","2021","9","13","19:00","9.1","9.4","8.9","65","6.5","7.3"
"Helsinki Kumpula","2021","9","13","20:00","9.1","9.3","9","67","7.1","7.6"
"Helsinki Kumpula","2021","9","13","21:00","8.6","9","8.3","71","6.5","7.3"
"Helsinki Kumpula","2021","9","13","22:00","8.5","8.8","8.3","73","6.8","7.4"
"Helsinki Kumpula","2021","9","13","23:00","8.9","9","8.7","72","6.9","7.7"
"Helsinki Kumpula","2021","9","14","00:00","9","9.2","9","71","6.5","7.6"
"Helsinki Kumpula","2021","9","14","01:00","9.2","9.3","9.1","69","6.4","7.2"
"Helsinki Kumpula","2021","9","14","02:00","9","9.2","8.8","69","6.3","7.1"
"Helsinki Kumpula","2021","9","14","03:00","8.7","8.9","8.5","71","6.2","7.5"
"Helsinki Kumpula","2021","9","14","04:00","8.2","8.5","7.8","71","7.3","8.6"
"Helsinki Kumpula","2021","9","14","05:00","7.6","7.8","7.5","73","6.7","7.4"
"Helsinki Kumpula","2021","9","14","06:00","8.3","8.8","7.8","69","7.5","8.4"
"Helsinki Kumpula","2021","9","14","07:00","9.2","9.9","8.7","62","7.7","8.9"
"Helsinki Kumpula","2021","9","14","08:00","9.9","10.4","9.5","55","8.2","9.2"
"Helsinki Kumpula","2021","9","14","09:00","11","11.6","10.4","49","8.5","10.6"
"Helsinki Kumpula","2021","9","14","10:00","11.7","12","11.4","46","7.8","9"
"Helsinki Kumpula","2021","9","14","11:00","12","12.2","11.7","48","7","8.2"
"Helsinki Kumpula","2021","9","14","12:00","12.1","12.3","11.8","49","7.7","8.9"
"Helsinki Kumpula","2021","9","14","13:00","12.2","12.9","12","48","7.2","8.2"
"Helsinki Kumpula","2021","9","14","14:00","12.9","13.3","12.3","44","6.5","7.2"
"Helsinki Kumpula","2021","9","14","15:00","12.2","12.9","11.8","48","6.2","7.3"
"Helsinki Kumpula","2021","9","14","16:00","12","12.1","11.7","49","5","6.4"
"Helsinki Kumpula","2021","9","14","17:00","11","11.7","10.3","53","5.5","6.3"
"Helsinki Kumpula","2021","9","14","18:00","9.4","10.2","8.5","60","5","5.6"
"Helsinki Kumpula","2021","9","14","19:00","8.3","8.6","7.9","65","5.5","6"
"Helsinki Kumpula","2021","9","14","20:00","7.4","7.9","6.9","69","5","5.4"
"Helsinki Kumpula","2021","9","14","21:00","6.5","6.9","6.1","73","4.2","4.7"
"Helsinki Kumpula","2021","9","14","22:00","5.7","6.1","5.3","77","4.6","4.7"
"Helsinki Kumpula","2021","9","14","23:00","5.2","5.4","4.9","80","4.7","5.2"
"Helsinki Kumpula","2021","9","15","00:00","4.9","5","4.7","85","4.8","5.3"
"Helsinki Kumpula","2021","9","15","01:00","4.8","5","4.8","90","5.1","5.4"
"Helsinki Kumpula","2021","9","15","02:00","5","5.1","4.8","92","4.9","5.7"
"Helsinki Kumpula","2021","9","15","03:00","4.5","4.9","4.3","94","4.4","4.9"
"Helsinki Kumpula","2021","9","15","04:00","4.5","4.7","4.3","93","4.5","5"
"Helsinki Kumpula","2021","9","15","05:00","4.9","5.3","4.6","90","4.2","4.8"
"Helsinki Kumpula","2021","9","15","06:00","5.8","6.5","5.2","84","4.4","5.7"
"Helsinki Kumpula","2021","9","15","07:00","6.9","7.5","6.2","79","4.8","6"
"Helsinki Kumpula","2021","9","15","08:00","8.4","9.2","7.6","70","5.2","6.6"
"Helsinki Kumpula","2021","9","15","09:00","9","9.4","8.7","67","4.2","5.5"
"Helsinki Kumpula","2021","9","15","10:00","9.4","10.1","9","64","4.2","5.2"
"Helsinki Kumpula","2021","9","15","11:00","9.4","10.1","9","64","4.3","4.9"
"Helsinki Kumpula","2021","9","15","12:00","9.6","10.3","9.3","62","4.1","5.2"
"Helsinki Kumpula","2021","9","15","13:00","9.9","10.3","9.6","60","3.3","4.5"
"Helsinki Kumpula","2021","9","15","14:00","10.1","10.3","9.9","58","3.5","4.8"
"Helsinki Kumpula","2021","9","15","15:00","10","10.1","9.9","57","3.5","4.3"
"Helsinki Kumpula","2021","9","15","16:00","9.7","9.9","9.5","58","3","4.7"
"Helsinki Kumpula","2021","9","15","17:00","9.3","9.5","9.1","60","2.5","2.8"
"Helsinki Kumpula","2021","9","15","18:00","9.1","9.2","8.9","60","2.5","3.8"
"Helsinki Kumpula","2021","9","15","19:00","8.2","9","7.8","69","1.2","2.1"
"Helsinki Kumpula","2021","9","15","20:00","7.9","8.1","7.8","71","1.3","1.6"
"Helsinki Kumpula","2021","9","15","21:00","7.9","8.2","7.7","72","1.4","1.9"
"Helsinki Kumpula","2021","9","15","22:00","7.7","8","7.5","74","1.4","1.6"
"Helsinki Kumpula","2021","9","15","23:00","7.5","7.7","7.4","79","1.6","1.9"
"Helsinki Kumpula","2021","9","16","00:00","7.6","7.8","7.3","80","1.4","1.9"
"Helsinki Kumpula","2021","9","16","01:00","7.4","7.8","7","81","1.5","2.5"
"Helsinki Kumpula","2021","9","16","02:00","7.5","7.7","7.3","77","2","2.6"
"Helsinki Kumpula","2021","9","16","03:00","7.2","7.4","7","74","2.8","3.7"
"Helsinki Kumpula","2021","9","16","04:00","6.9","7","6.8","73","2.8","3.9"
"Helsinki Kumpula","2021","9","16","05:00","6.9","6.9","6.8","73","3.3","3.8"
"Helsinki Kumpula","2021","9","16","06:00","7","7.1","6.9","68","3.4","4.3"
"Helsinki Kumpula","2021","9","16","07:00","7.1","7.3","7","66","3","3.8"
"Helsinki Kumpula","2021","9","16","08:00","7.7","8.1","7.2","62","5.2","6.3"
"Helsinki Kumpula","2021","9","16","09:00","8.4","8.8","8","55","6.1","7.2"
"Helsinki Kumpula","2021","9","16","10:00","8.7","9.4","8.3","55","5.4","6.3"
"Helsinki Kumpula","2021","9","16","11:00","9.2","9.5","8.9","54","3.9","4.6"
"Helsinki Kumpula","2021","9","16","12:00","9.5","10.1","9","54","2.4","3.7"
"Helsinki Kumpula","2021","9","16","13:00","9.4","9.8","9.2","56","3.2","4.3"
"Helsinki Kumpula","2021","9","16","14:00","8.9","9.2","8.8","60","3.3","4.6"
"Helsinki Kumpula","2021","9","16","15:00","8.9","9","8.7","61","3.5","4.5"
"Helsinki Kumpula","2021","9","16","16:00","8.6","8.8","8.4","62","3.4","4"
"Helsinki Kumpula","2021","9","16","17:00","8.2","8.4","8.1","63","3.7","4.2"
"Helsinki Kumpula","2021","9","16","18:00","8","8.1","7.8","65","3.6","3.9"
"Helsinki Kumpula","2021","9","16","19:00","7.8","7.9","7.7","67","3.7","4"
"Helsinki Kumpula","2021","9","16","20:00","7.6","7.7","7.5","70","4.1","4.7"
"Helsinki Kumpula","2021","9","16","21:00","7.5","7.6","7.5","73","4.5","5"
"Helsinki Kumpula","2021","9","16","22:00","7.4","7.5","7.4","74","4.1","4.8"
"Helsinki Kumpula","2021","9","16","23:00","7.3","7.4","7.2","75","3.8","4.4"
"Helsinki Kumpula","2021","9","17","00:00","7.2","7.3","7","76","3.8","4.3"
"Helsinki Kumpula","2021","9","17","01:00","7.1","7.1","7","75","4.2","5.3"
"Helsinki Kumpula","2021","9","17","02:00","7.1","7.1","7","67","4.9","5.7"
"Helsinki Kumpula","2021","9","17","03:00","7","7.1","6.9","65","4.8","5.4"
"Helsinki Kumpula","2021","9","17","04:00","6.6","6.9","6.3","66","4.9","5.3"
"Helsinki Kumpula","2021","9","17","05:00","6.3","6.4","6.2","68","4.7","5.3"
"Helsinki Kumpula","2021","9","17","06:00","6.7","7.2","6.3","70","4.4","5"
"Helsinki Kumpula","2021","9","17","07:00","8.1","9","7.2","70","4.8","5.4"
"Helsinki Kumpula","2021","9","17","08:00","8.8","9.4","8.4","70","4.2","5.1"
"Helsinki Kumpula","2021","9","17","09:00","9.8","10.4","9.3","61","5.8","8.1"
