"Observation station","Year","Month","Day","Time [Local time]","Average temperature [°C]","Average relative humidity [%]"
"Helsinki Kumpula","2023","5","20","19:00","17.9","37"
"Helsinki Kumpula","2023","5","20","20:00","16.6","40"
"Helsinki Kumpula","2023","5","20","21:00","15.1","43"
"Helsinki Kumpula","2023","5","20","22:00","14.1","42"
"Helsinki Kumpula","2023","5","20","23:00","12.6","45"
"Helsinki Kumpula","2023","5","21","00:00","11.1","52"
"Helsinki Kumpula","2023","5","21","01:00","10.7","60"
"Helsinki Kumpula","2023","5","21","02:00","9.7","64"
"Helsinki Kumpula","2023","5","21","03:00","8.8","65"
"Helsinki Kumpula","2023","5","21","04:00","7.9","68"
"Helsinki Kumpula","2023","5","21","05:00","7.5","70"
"Helsinki Kumpula","2023","5","21","06:00","7.9","69"
"Helsinki Kumpula","2023","5","21","07:00","11.1","58"
"Helsinki Kumpula","2023","5","21","08:00","13.2","56"
"Helsinki Kumpula","2023","5","21","09:00","16","45"
"Helsinki Kumpula","2023","5","21","10:00","18","33"
"Helsinki Kumpula","2023","5","21","11:00","18.8","30"
"Helsinki Kumpula","2023","5","21","12:00","19.6","29"
"Helsinki Kumpula","2023","5","21","13:00","20.4","29"
"Helsinki Kumpula","2023","5","21","14:00","20.3","29"
"Helsinki Kumpula","2023","5","21","15:00","20.4","29"
"Helsinki Kumpula","2023","5","21","16:00","20.4","28"
"Helsinki Kumpula","2023","5","21","17:00","19.1","31"
"Helsinki Kumpula","2023","5","21","18:00","19","32"
"Helsinki Kumpula","2023","5","21","19:00","18.6","34"
"Helsinki Kumpula","2023","5","21","20:00","18.3","36"
"Helsinki Kumpula","2023","5","21","21:00","17.4","38"
"Helsinki Kumpula","2023","5","21","22:00","16","43"
"Helsinki Kumpula","2023","5","21","23:00","14.5","47"
"Helsinki Kumpula","2023","5","22","00:00","13.6","48"
"Helsinki Kumpula","2023","5","22","01:00","12.7","57"
"Helsinki Kumpula","2023","5","22","02:00","12.5","57"
"Helsinki Kumpula","2023","5","22","03:00","11.7","62"
"Helsinki Kumpula","2023","5","22","04:00","11.1","65"
"Helsinki Kumpula","2023","5","22","05:00","10","70"
"Helsinki Kumpula","2023","5","22","06:00","10.2","70"
"Helsinki Kumpula","2023","5","22","07:00","13.3","58"
"Helsinki Kumpula","2023","5","22","08:00","14.7","52"
"Helsinki Kumpula","2023","5","22","09:00","16.8","43"
"Helsinki Kumpula","2023","5","22","10:00","18.7","38"
"Helsinki Kumpula","2023","5","22","11:00","19.5","38"
"Helsinki Kumpula","2023","5","22","12:00","20","36"
"Helsinki Kumpula","2023","5","22","13:00","20.3","36"
"Helsinki Kumpula","2023","5","22","14:00","19.9","36"
"Helsinki Kumpula","2023","5","22","15:00","20.2","36"
"Helsinki Kumpula","2023","5","22","16:00","20.1","36"
"Helsinki Kumpula","2023","5","22","17:00","19.9","36"
"Helsinki Kumpula","2023","5","22","18:00","18.7","40"
"Helsinki Kumpula","2023","5","22","19:00","16.4","53"
"Helsinki Kumpula","2023","5","22","20:00","15.3","65"
"Helsinki Kumpula","2023","5","22","21:00","14.9","71"
"Helsinki Kumpula","2023","5","22","22:00","14.1","77"
"Helsinki Kumpula","2023","5","22","23:00","13.3","82"
"Helsinki Kumpula","2023","5","23","00:00","14","76"
"Helsinki Kumpula","2023","5","23","01:00","13.4","68"
"Helsinki Kumpula","2023","5","23","02:00","12.7","76"
"Helsinki Kumpula","2023","5","23","03:00","12","84"
"Helsinki Kumpula","2023","5","23","04:00","11.7","89"
"Helsinki Kumpula","2023","5","23","05:00","11.2","94"
"Helsinki Kumpula","2023","5","23","06:00","11.6","90"
"Helsinki Kumpula","2023","5","23","07:00","12.1","87"
"Helsinki Kumpula","2023","5","23","08:00","12.6","83"
"Helsinki Kumpula","2023","5","23","09:00","14.1","74"
"Helsinki Kumpula","2023","5","23","10:00","15.6","67"
"Helsinki Kumpula","2023","5","23","11:00","16.5","63"
"Helsinki Kumpula","2023","5","23","12:00","17.3","61"
"Helsinki Kumpula","2023","5","23","13:00","17.2","60"
"Helsinki Kumpula","2023","5","23","14:00","17.9","58"
"Helsinki Kumpula","2023","5","23","15:00","18.9","53"
"Helsinki Kumpula","2023","5","23","16:00","20","46"
"Helsinki Kumpula","2023","5","23","17:00","20.1","47"
"Helsinki Kumpula","2023","5","23","18:00","19.4","52"
"Helsinki Kumpula","2023","5","23","19:00","18.3","57"
"Helsinki Kumpula","2023","5","23","20:00","17.8","56"
"Helsinki Kumpula","2023","5","23","21:00","17","61"
"Helsinki Kumpula","2023","5","23","22:00","15.6","70"
"Helsinki Kumpula","2023","5","23","23:00","14.1","78"
"Helsinki Kumpula","2023","5","24","00:00","13.2","83"
"Helsinki Kumpula","2023","5","24","01:00","11.9","89"
"Helsinki Kumpula","2023","5","24","02:00","10.9","95"
"Helsinki Kumpula","2023","5","24","03:00","10.2","97"
"Helsinki Kumpula","2023","5","24","04:00","9.8","99"
"Helsinki Kumpula","2023","5","24","05:00","9","99"
"Helsinki Kumpula","2023","5","24","06:00","9.3","100"
"Helsinki Kumpula","2023","5","24","07:00","12","86"
"Helsinki Kumpula","2023","5","24","08:00","15.5","68"
"Helsinki Kumpula","2023","5","24","09:00","17","61"
"Helsinki Kumpula","2023","5","24","10:00","18.9","55"
"Helsinki Kumpula","2023","5","24","11:00","20.4","51"
"Helsinki Kumpula","2023","5","24","12:00","21.1","48"
"Helsinki Kumpula","2023","5","24","13:00","21.7","46"
"Helsinki Kumpula","2023","5","24","14:00","21.9","41"
"Helsinki Kumpula","2023","5","24","15:00","22.4","35"
"Helsinki Kumpula","2023","5","24","16:00","23.1","33"
"Helsinki Kumpula","2023","5","24","17:00","23","32"
"Helsinki Kumpula","2023","5","24","18:00","22.9","32"
"Helsinki Kumpula","2023","5","24","19:00","22.1","38"
"Helsinki Kumpula","2023","5","24","20:00","20.4","40"
"Helsinki Kumpula","2023","5","24","21:00","18.8","43"
"Helsinki Kumpula","2023","5","24","22:00","17.1","51"
"Helsinki Kumpula","2023","5","24","23:00","15.6","62"
"Helsinki Kumpula","2023","5","25","00:00","15","67"
"Helsinki Kumpula","2023","5","25","01:00","14.7","68"
"Helsinki Kumpula","2023","5","25","02:00","14.5","68"
"Helsinki Kumpula","2023","5","25","03:00","13.9","76"
"Helsinki Kumpula","2023","5","25","04:00","13.1","82"
"Helsinki Kumpula","2023","5","25","05:00","13.1","80"
"Helsinki Kumpula","2023","5","25","06:00","13.8","77"
"Helsinki Kumpula","2023","5","25","07:00","14","80"
"Helsinki Kumpula","2023","5","25","08:00","14.6","78"
"Helsinki Kumpula","2023","5","25","09:00","14.8","78"
"Helsinki Kumpula","2023","5","25","10:00","15.5","75"
"Helsinki Kumpula","2023","5","25","11:00","15.5","82"
"Helsinki Kumpula","2023","5","25","12:00","14.1","87"
"Helsinki Kumpula","2023","5","25","13:00","14.9","83"
"Helsinki Kumpula","2023","5","25","14:00","17.4","71"
"Helsinki Kumpula","2023","5","25","15:00","18.1","66"
"Helsinki Kumpula","2023","5","25","16:00","18","69"
"Helsinki Kumpula","2023","5","25","17:00","18.9","59"
"Helsinki Kumpula","2023","5","25","18:00","18.9","45"
"Helsinki Kumpula","2023","5","25","19:00","18","39"
"Helsinki Kumpula","2023","5","25","20:00","16.6","30"
"Helsinki Kumpula","2023","5","25","21:00","14.8","30"
"Helsinki Kumpula","2023","5","25","22:00","13.2","36"
"Helsinki Kumpula","2023","5","25","23:00","11.7","41"
"Helsinki Kumpula","2023","5","26","00:00","10.5","45"
"Helsinki Kumpula","2023","5","26","01:00","9.6","51"
"Helsinki Kumpula","2023","5","26","02:00","8.5","56"
"Helsinki Kumpula","2023","5","26","03:00","7.4","63"
"Helsinki Kumpula","2023","5","26","04:00","7.4","65"
"Helsinki Kumpula","2023","5","26","05:00","7.8","65"
"Helsinki Kumpula","2023","5","26","06:00","7.9","66"
"Helsinki Kumpula","2023","5","26","07:00","8.5","67"
"Helsinki Kumpula","2023","5","26","08:00","10.1","63"
"Helsinki Kumpula","2023","5","26","09:00","11.1","59"
"Helsinki Kumpula","2023","5","26","10:00","11.6","59"
"Helsinki Kumpula","2023","5","26","11:00","10.9","57"
"Helsinki Kumpula","2023","5","26","12:00","12.6","46"
"Helsinki Kumpula","2023","5","26","13:00","13.3","48"
"Helsinki Kumpula","2023","5","26","14:00","14.1","56"
"Helsinki Kumpula","2023","5","26","15:00","10","85"
"Helsinki Kumpula","2023","5","26","16:00","10.9","76"
"Helsinki Kumpula","2023","5","26","17:00","12.4","74"
"Helsinki Kumpula","2023","5","26","18:00","12.2","66"
"Helsinki Kumpula","2023","5","26","19:00","12.2","60"
"Helsinki Kumpula","2023","5","26","20:00","11.4","59"
"Helsinki Kumpula","2023","5","26","21:00","9.7","67"
"Helsinki Kumpula","2023","5","26","22:00","8.8","75"
"Helsinki Kumpula","2023","5","26","23:00","7.5","83"
"Helsinki Kumpula","2023","5","27","00:00","7.5","69"
"Helsinki Kumpula","2023","5","27","01:00","6.6","68"
"Helsinki Kumpula","2023","5","27","02:00","6.2","68"
"Helsinki Kumpula","2023","5","27","03:00","5.9","70"
"Helsinki Kumpula","2023","5","27","04:00","4.9","77"
"Helsinki Kumpula","2023","5","27","05:00","4.8","76"
"Helsinki Kumpula","2023","5","27","06:00","5","77"
"Helsinki Kumpula","2023","5","27","07:00","6.8","72"
"Helsinki Kumpula","2023","5","27","08:00","8.7","65"
"Helsinki Kumpula","2023","5","27","09:00","10.4","55"
"Helsinki Kumpula","2023","5","27","10:00","11.5","47"
"Helsinki Kumpula","2023","5","27","11:00","12.2","41"
"Helsinki Kumpula","2023","5","27","12:00","13","37"
"Helsinki Kumpula","2023","5","27","13:00","13.4","37"
"Helsinki Kumpula","2023","5","27","14:00","14.1","33"
"Helsinki Kumpula","2023","5","27","15:00","14.4","31"
"Helsinki Kumpula","2023","5","27","16:00","15.8","29"
"Helsinki Kumpula","2023","5","27","17:00","16.1","26"
"Helsinki Kumpula","2023","5","27","18:00","15.4","29"
"Helsinki Kumpula","2023","5","27","19:00","14.9","33"
"Helsinki Kumpula","2023","5","27","20:00","14.9","37"
"Helsinki Kumpula","2023","5","27","21:00","13","47"
"Helsinki Kumpula","2023","5","27","22:00","11.6","63"
"Helsinki Kumpula","2023","5","27","23:00","10.7","67"
"Helsinki Kumpula","2023","5","28","00:00","9.9","65"
"Helsinki Kumpula","2023","5","28","01:00","9.1","60"
"Helsinki Kumpula","2023","5","28","02:00","8.3","55"
"Helsinki Kumpula","2023","5","28","03:00","7.7","61"
"Helsinki Kumpula","2023","5","28","04:00","7.9","78"
"Helsinki Kumpula","2023","5","28","05:00","8.4","71"
"Helsinki Kumpula","2023","5","28","06:00","9.5","67"
"Helsinki Kumpula","2023","5","28","07:00","9.9","66"
"Helsinki Kumpula","2023","5","28","08:00","10.8","64"
"Helsinki Kumpula","2023","5","28","09:00","11.8","58"
"Helsinki Kumpula","2023","5","28","10:00","12.8","54"
"Helsinki Kumpula","2023","5","28","11:00","14.1","51"
"Helsinki Kumpula","2023","5","28","12:00","15.3","49"
"Helsinki Kumpula","2023","5","28","13:00","15.8","49"
"Helsinki Kumpula","2023","5","28","14:00","16.3","49"
"Helsinki Kumpula","2023","5","28","15:00","15.5","50"
"Helsinki Kumpula","2023","5","28","16:00","15.2","53"
"Helsinki Kumpula","2023","5","28","17:00","16.3","51"
"Helsinki Kumpula","2023","5","28","18:00","15.7","52"
"Helsinki Kumpula","2023","5","28","19:00","14.4","55"
"Helsinki Kumpula","2023","5","28","20:00","13.2","64"
"Helsinki Kumpula","2023","5","28","21:00","12.4","74"
"Helsinki Kumpula","2023","5","28","22:00","11.6","80"
"Helsinki Kumpula","2023","5","28","23:00","10.5","87"
"Helsinki Kumpula","2023","5","29","00:00","9.8","93"
"Helsinki Kumpula","2023","5","29","01:00","9.9","93"
"Helsinki Kumpula","2023","5","29","02:00","9.4","95"
"Helsinki Kumpula","2023","5","29","03:00","9.4","96"
"Helsinki Kumpula","2023","5","29","04:00","8.7","97"
"Helsinki Kumpula","2023","5","29","05:00","7.8","97"
"Helsinki Kumpula","2023","5","29","06:00","8.3","88"
"Helsinki Kumpula","2023","5","29","07:00","9","78"
"Helsinki Kumpula","2023","5","29","08:00","10.3","66"
"Helsinki Kumpula","2023","5","29","09:00","11.3","59"
"Helsinki Kumpula","2023","5","29","10:00","12.7","52"
"Helsinki Kumpula","2023","5","29","11:00","14.4","40"
"Helsinki Kumpula","2023","5","29","12:00","14.5","38"
"Helsinki Kumpula","2023","5","29","13:00","13.6","40"
"Helsinki Kumpula","2023","5","29","14:00","14.7","36"
"Helsinki Kumpula","2023","5","29","15:00","15.8","30"
"Helsinki Kumpula","2023","5","29","16:00","16.3","29"
"Helsinki Kumpula","2023","5","29","17:00","16.1","30"
"Helsinki Kumpula","2023","5","29","18:00","15.7","32"
"Helsinki Kumpula","2023","5","29","19:00","15.6","34"
"Helsinki Kumpula","2023","5","29","20:00","13.8","45"
"Helsinki Kumpula","2023","5","29","21:00","13.1","39"
"Helsinki Kumpula","2023","5","29","22:00","11.8","44"
"Helsinki Kumpula","2023","5","29","23:00","10.8","43"
"Helsinki Kumpula","2023","5","30","00:00","10.1","39"
"Helsinki Kumpula","2023","5","30","01:00","9.5","42"
"Helsinki Kumpula","2023","5","30","02:00","9.1","47"
"Helsinki Kumpula","2023","5","30","03:00","8.7","51"
"Helsinki Kumpula","2023","5","30","04:00","8.4","56"
"Helsinki Kumpula","2023","5","30","05:00","8.6","60"
"Helsinki Kumpula","2023","5","30","06:00","8.6","64"
"Helsinki Kumpula","2023","5","30","07:00","9.1","67"
"Helsinki Kumpula","2023","5","30","08:00","9.9","68"
"Helsinki Kumpula","2023","5","30","09:00","9.3","73"
"Helsinki Kumpula","2023","5","30","10:00","10.2","72"
"Helsinki Kumpula","2023","5","30","11:00","12.1","59"
"Helsinki Kumpula","2023","5","30","12:00","12.8","56"
"Helsinki Kumpula","2023","5","30","13:00","13.6","52"
"Helsinki Kumpula","2023","5","30","14:00","13.9","54"
"Helsinki Kumpula","2023","5","30","15:00","14.4","57"
"Helsinki Kumpula","2023","5","30","16:00","14","59"
"Helsinki Kumpula","2023","5","30","17:00","14.3","58"
"Helsinki Kumpula","2023","5","30","18:00","14.3","55"
"Helsinki Kumpula","2023","5","30","19:00","14.2","54"
"Helsinki Kumpula","2023","5","30","20:00","14.7","53"
"Helsinki Kumpula","2023","5","30","21:00","14.4","53"
"Helsinki Kumpula","2023","5","30","22:00","13.7","48"
"Helsinki Kumpula","2023","5","30","23:00","12.5","50"
"Helsinki Kumpula","2023","5","31","00:00","10.7","56"
"Helsinki Kumpula","2023","5","31","01:00","9.4","60"
"Helsinki Kumpula","2023","5","31","02:00","8.5","63"
"Helsinki Kumpula","2023","5","31","03:00","8.5","62"
"Helsinki Kumpula","2023","5","31","04:00","8","67"
"Helsinki Kumpula","2023","5","31","05:00","7.9","68"
"Helsinki Kumpula","2023","5","31","06:00","8.7","68"
"Helsinki Kumpula","2023","5","31","07:00","10","71"
"Helsinki Kumpula","2023","5","31","08:00","10.5","77"
"Helsinki Kumpula","2023","5","31","09:00","11.8","75"
"Helsinki Kumpula","2023","5","31","10:00","13.6","68"
"Helsinki Kumpula","2023","5","31","11:00","14.8","66"
"Helsinki Kumpula","2023","5","31","12:00","13.6","72"
"Helsinki Kumpula","2023","5","31","13:00","14.1","72"
"Helsinki Kumpula","2023","5","31","14:00","15.9","64"
"Helsinki Kumpula","2023","5","31","15:00","17.5","46"
"Helsinki Kumpula","2023","5","31","16:00","18.1","41"
"Helsinki Kumpula","2023","5","31","17:00","18.1","39"
"Helsinki Kumpula","2023","5","31","18:00","17.5","38"
"Helsinki Kumpula","2023","5","31","19:00","17.3","38"
"Helsinki Kumpula","2023","5","31","20:00","16.3","40"
"Helsinki Kumpula","2023","5","31","21:00","15.1","41"
"Helsinki Kumpula","2023","5","31","22:00","13.9","42"
"Helsinki Kumpula","2023","5","31","23:00","12.8","45"
"Helsinki Kumpula","2023","6","1","00:00","11.9","47"
"Helsinki Kumpula","2023","6","1","01:00","10.9","50"
"Helsinki Kumpula","2023","6","1","02:00","10","54"
"Helsinki Kumpula","2023","6","1","03:00","9","59"
"Helsinki Kumpula","2023","6","1","04:00","8.1","62"
"Helsinki Kumpula","2023","6","1","05:00","7.4","66"
"Helsinki Kumpula","2023","6","1","06:00","7.5","64"
"Helsinki Kumpula","2023","6","1","07:00","8.1","59"
"Helsinki Kumpula","2023","6","1","08:00","8.8","56"
"Helsinki Kumpula","2023","6","1","09:00","8.8","56"
"Helsinki Kumpula","2023","6","1","10:00","9.8","52"
"Helsinki Kumpula","2023","6","1","11:00","11.4","44"
"Helsinki Kumpula","2023","6","1","12:00","11.6","40"
"Helsinki Kumpula","2023","6","1","13:00","11.7","37"
"Helsinki Kumpula","2023","6","1","14:00","10.7","40"
"Helsinki Kumpula","2023","6","1","15:00","11.2","37"
"Helsinki Kumpula","2023","6","1","16:00","11.8","34"
"Helsinki Kumpula","2023","6","1","17:00","11.4","34"
"Helsinki Kumpula","2023","6","1","18:00","9.5","42"
"Helsinki Kumpula","2023","6","1","19:00","9.1","43"
"Helsinki Kumpula","2023","6","1","20:00","8.3","48"
"Helsinki Kumpula","2023","6","1","21:00","8.1","49"
"Helsinki Kumpula","2023","6","1","22:00","7.2","55"
"Helsinki Kumpula","2023","6","1","23:00","6.9","54"
"Helsinki Kumpula","2023","6","2","00:00","6.2","52"
"Helsinki Kumpula","2023","6","2","01:00","5.9","54"
"Helsinki Kumpula","2023","6","2","02:00","5.5","57"
"Helsinki Kumpula","2023","6","2","03:00","4.8","62"
"Helsinki Kumpula","2023","6","2","04:00","4.4","68"
"Helsinki Kumpula","2023","6","2","05:00","4.7","69"
"Helsinki Kumpula","2023","6","2","06:00","4.8","72"
"Helsinki Kumpula","2023","6","2","07:00","5.3","73"
"Helsinki Kumpula","2023","6","2","08:00","5.9","71"
"Helsinki Kumpula","2023","6","2","09:00","6.6","68"
"Helsinki Kumpula","2023","6","2","10:00","7.5","67"
"Helsinki Kumpula","2023","6","2","11:00","8.1","64"
"Helsinki Kumpula","2023","6","2","12:00","9.4","54"
"Helsinki Kumpula","2023","6","2","13:00","10.3","51"
"Helsinki Kumpula","2023","6","2","14:00","9.5","63"
"Helsinki Kumpula","2023","6","2","15:00","10.2","60"
"Helsinki Kumpula","2023","6","2","16:00","9.1","73"
"Helsinki Kumpula","2023","6","2","17:00","9.9","72"
"Helsinki Kumpula","2023","6","2","18:00","9","74"
"Helsinki Kumpula","2023","6","2","19:00","9.1","66"
"Helsinki Kumpula","2023","6","2","20:00","8.5","72"
"Helsinki Kumpula","2023","6","2","21:00","7.7","79"
"Helsinki Kumpula","2023","6","2","22:00","7.3","78"
"Helsinki Kumpula","2023","6","2","23:00","6.2","83"
"Helsinki Kumpula","2023","6","3","00:00","5.8","88"
"Helsinki Kumpula","2023","6","3","01:00","4.8","89"
"Helsinki Kumpula","2023","6","3","02:00","5","85"
"Helsinki Kumpula","2023","6","3","03:00","5.2","80"
"Helsinki Kumpula","2023","6","3","04:00","4.1","83"
"Helsinki Kumpula","2023","6","3","05:00","3.8","83"
"Helsinki Kumpula","2023","6","3","06:00","4.8","79"
"Helsinki Kumpula","2023","6","3","07:00","6.1","73"
"Helsinki Kumpula","2023","6","3","08:00","7.3","67"
"Helsinki Kumpula","2023","6","3","09:00","9.1","57"
"Helsinki Kumpula","2023","6","3","10:00","11","46"
"Helsinki Kumpula","2023","6","3","11:00","11.5","44"
"Helsinki Kumpula","2023","6","3","12:00","12.4","43"
"Helsinki Kumpula","2023","6","3","13:00","12.6","42"
"Helsinki Kumpula","2023","6","3","14:00","13.2","43"
"Helsinki Kumpula","2023","6","3","15:00","13.2","53"
"Helsinki Kumpula","2023","6","3","16:00","11.8","64"
"Helsinki Kumpula","2023","6","3","17:00","12.5","61"
"Helsinki Kumpula","2023","6","3","18:00","14.5","51"
"Helsinki Kumpula","2023","6","3","19:00","14.1","51"
"Helsinki Kumpula","2023","6","3","20:00","13.8","45"
"Helsinki Kumpula","2023","6","3","21:00","12.9","41"
"Helsinki Kumpula","2023","6","3","22:00","12.1","46"
"Helsinki Kumpula","2023","6","3","23:00","11.3","56"
"Helsinki Kumpula","2023","6","4","00:00","9.9","74"
"Helsinki Kumpula","2023","6","4","01:00","8.6","88"
"Helsinki Kumpula","2023","6","4","02:00","8.7","86"
"Helsinki Kumpula","2023","6","4","03:00","8.7","86"
"Helsinki Kumpula","2023","6","4","04:00","8.5","87"
"Helsinki Kumpula","2023","6","4","05:00","8.5","87"
"Helsinki Kumpula","2023","6","4","06:00","8.7","85"
"Helsinki Kumpula","2023","6","4","07:00","9.4","84"
"Helsinki Kumpula","2023","6","4","08:00","10","81"
"Helsinki Kumpula","2023","6","4","09:00","10.6","75"
"Helsinki Kumpula","2023","6","4","10:00","12.3","66"
"Helsinki Kumpula","2023","6","4","11:00","13.1","61"
"Helsinki Kumpula","2023","6","4","12:00","14.1","54"
"Helsinki Kumpula","2023","6","4","13:00","15.1","48"
"Helsinki Kumpula","2023","6","4","14:00","14.8","47"
"Helsinki Kumpula","2023","6","4","15:00","15","47"
"Helsinki Kumpula","2023","6","4","16:00","15.1","48"
"Helsinki Kumpula","2023","6","4","17:00","15","47"
"Helsinki Kumpula","2023","6","4","18:00","15.6","45"
"Helsinki Kumpula","2023","6","4","19:00","14.9","45"
"Helsinki Kumpula","2023","6","4","20:00","14.8","46"
"Helsinki Kumpula","2023","6","4","21:00","14.2","46"
"Helsinki Kumpula","2023","6","4","22:00","13","52"
"Helsinki Kumpula","2023","6","4","23:00","12.3","58"
"Helsinki Kumpula","2023","6","5","00:00","11.3","64"
"Helsinki Kumpula","2023","6","5","01:00","10.2","70"
"Helsinki Kumpula","2023","6","5","02:00","9.6","66"
"Helsinki Kumpula","2023","6","5","03:00","8.8","67"
"Helsinki Kumpula","2023","6","5","04:00","8","70"
"Helsinki Kumpula","2023","6","5","05:00","7.7","71"
"Helsinki Kumpula","2023","6","5","06:00","8.3","67"
"Helsinki Kumpula","2023","6","5","07:00","9.1","68"
"Helsinki Kumpula","2023","6","5","08:00","9.5","71"
"Helsinki Kumpula","2023","6","5","09:00","11.8","65"
"Helsinki Kumpula","2023","6","5","10:00","14.4","55"
"Helsinki Kumpula","2023","6","5","11:00","16","50"
"Helsinki Kumpula","2023","6","5","12:00","17.1","46"
"Helsinki Kumpula","2023","6","5","13:00","18.4","42"
"Helsinki Kumpula","2023","6","5","14:00","19","39"
"Helsinki Kumpula","2023","6","5","15:00","18.9","40"
"Helsinki Kumpula","2023","6","5","16:00","18.7","40"
"Helsinki Kumpula","2023","6","5","17:00","19.8","36"
"Helsinki Kumpula","2023","6","5","18:00","19.7","34"
"Helsinki Kumpula","2023","6","5","19:00","18.7","35"
"Helsinki Kumpula","2023","6","5","20:00","17.5","38"
"Helsinki Kumpula","2023","6","5","21:00","16.4","41"
"Helsinki Kumpula","2023","6","5","22:00","15.4","44"
"Helsinki Kumpula","2023","6","5","23:00","14","50"
"Helsinki Kumpula","2023","6","6","00:00","12.3","56"
"Helsinki Kumpula","2023","6","6","01:00","10.8","61"
"Helsinki Kumpula","2023","6","6","02:00","10.2","65"
"Helsinki Kumpula","2023","6","6","03:00","9.7","72"
"Helsinki Kumpula","2023","6","6","04:00","9.1","75"
"Helsinki Kumpula","2023","6","6","05:00","8.3","81"
"Helsinki Kumpula","2023","6","6","06:00","8.9","80"
"Helsinki Kumpula","2023","6","6","07:00","10.8","71"
"Helsinki Kumpula","2023","6","6","08:00","13.2","58"
"Helsinki Kumpula","2023","6","6","09:00","14.8","52"
"Helsinki Kumpula","2023","6","6","10:00","16.5","44"
"Helsinki Kumpula","2023","6","6","11:00","16.6","49"
"Helsinki Kumpula","2023","6","6","12:00","16.7","50"
"Helsinki Kumpula","2023","6","6","13:00","16.2","51"
"Helsinki Kumpula","2023","6","6","14:00","14.9","59"
"Helsinki Kumpula","2023","6","6","15:00","13.9","73"
"Helsinki Kumpula","2023","6","6","16:00","16.5","59"
"Helsinki Kumpula","2023","6","6","17:00","17.7","52"
"Helsinki Kumpula","2023","6","6","18:00","16","60"
"Helsinki Kumpula","2023","6","6","19:00","14.9","67"
"Helsinki Kumpula","2023","6","6","20:00","15.5","62"
"Helsinki Kumpula","2023","6","6","21:00","14.7","71"
"Helsinki Kumpula","2023","6","6","22:00","13.4","83"
"Helsinki Kumpula","2023","6","6","23:00","12.7","75"
"Helsinki Kumpula","2023","6","7","00:00","12.5","60"
"Helsinki Kumpula","2023","6","7","01:00","11.9","58"
"Helsinki Kumpula","2023","6","7","02:00","11.2","56"
"Helsinki Kumpula","2023","6","7","03:00","8.9","68"
"Helsinki Kumpula","2023","6","7","04:00","7.5","74"
"Helsinki Kumpula","2023","6","7","05:00","7","77"
"Helsinki Kumpula","2023","6","7","06:00","7.8","74"
"Helsinki Kumpula","2023","6","7","07:00","9.8","65"
"Helsinki Kumpula","2023","6","7","08:00","11.1","58"
"Helsinki Kumpula","2023","6","7","09:00","12.6","52"
"Helsinki Kumpula","2023","6","7","10:00","13.8","51"
"Helsinki Kumpula","2023","6","7","11:00","15.1","49"
"Helsinki Kumpula","2023","6","7","12:00","16.3","45"
"Helsinki Kumpula","2023","6","7","13:00","17","40"
"Helsinki Kumpula","2023","6","7","14:00","18","37"
"Helsinki Kumpula","2023","6","7","15:00","17.5","46"
"Helsinki Kumpula","2023","6","7","16:00","17.7","49"
"Helsinki Kumpula","2023","6","7","17:00","17.9","48"
"Helsinki Kumpula","2023","6","7","18:00","17.6","49"
"Helsinki Kumpula","2023","6","7","19:00","16.9","51"
"Helsinki Kumpula","2023","6","7","20:00","15.6","53"
"Helsinki Kumpula","2023","6","7","21:00","14.6","56"
"Helsinki Kumpula","2023","6","7","22:00","13.5","61"
"Helsinki Kumpula","2023","6","7","23:00","12.6","63"
"Helsinki Kumpula","2023","6","8","00:00","11.7","56"
"Helsinki Kumpula","2023","6","8","01:00","11","52"
"Helsinki Kumpula","2023","6","8","02:00","9.4","57"
"Helsinki Kumpula","2023","6","8","03:00","8.6","59"
"Helsinki Kumpula","2023","6","8","04:00","7.1","65"
"Helsinki Kumpula","2023","6","8","05:00","6.6","68"
"Helsinki Kumpula","2023","6","8","06:00","7.3","68"
"Helsinki Kumpula","2023","6","8","07:00","9.1","62"
"Helsinki Kumpula","2023","6","8","08:00","11.1","55"
"Helsinki Kumpula","2023","6","8","09:00","13.1","47"
"Helsinki Kumpula","2023","6","8","10:00","15","40"
"Helsinki Kumpula","2023","6","8","11:00","16.1","40"
"Helsinki Kumpula","2023","6","8","12:00","15.3","45"
"Helsinki Kumpula","2023","6","8","13:00","14","49"
"Helsinki Kumpula","2023","6","8","14:00","13","52"
"Helsinki Kumpula","2023","6","8","15:00","16.5","42"
"Helsinki Kumpula","2023","6","8","16:00","17.8","42"
"Helsinki Kumpula","2023","6","8","17:00","15.4","57"
"Helsinki Kumpula","2023","6","8","18:00","12.8","88"
"Helsinki Kumpula","2023","6","8","19:00","13.5","80"
"Helsinki Kumpula","2023","6","8","20:00","14.3","64"
"Helsinki Kumpula","2023","6","8","21:00","14","59"
"Helsinki Kumpula","2023","6","8","22:00","13.3","59"
"Helsinki Kumpula","2023","6","8","23:00","11.9","61"
"Helsinki Kumpula","2023","6","9","00:00","9.3","73"
"Helsinki Kumpula","2023","6","9","01:00","8.3","78"
"Helsinki Kumpula","2023","6","9","02:00","7.8","76"
"Helsinki Kumpula","2023","6","9","03:00","7.5","74"
"Helsinki Kumpula","2023","6","9","04:00","7.3","72"
"Helsinki Kumpula","2023","6","9","05:00","7","74"
"Helsinki Kumpula","2023","6","9","06:00","7.7","72"
