"Observation station","Year","Month","Day","Time [UTC]","Average temperature [°C]","Maximum temperature [°C]","Minimum temperature [°C]","Average relative humidity [%]","Wind speed [m/s]"
"Helsinki Kumpula","2022","1","16","21:00","0.7","1.1","0.3","93","5.4"
"Helsinki Kumpula","2022","1","16","22:00","0","0.4","-0.3","94","4.7"
"Helsinki Kumpula","2022","1","16","23:00","-0.2","0","-0.5","94","5.2"
"Helsinki Kumpula","2022","1","17","00:00","-0.7","-0.4","-1.1","95","4.2"
"Helsinki Kumpula","2022","1","17","01:00","-0.1","0.8","-0.9","97","3.4"
"Helsinki Kumpula","2022","1","17","02:00","1.1","1.3","0.7","97","4"
"Helsinki Kumpula","2022","1","17","03:00","1","1.2","0.9","97","4.7"
"Helsinki Kumpula","2022","1","17","04:00","0.6","0.9","0.3","97","3.4"
"Helsinki Kumpula","2022","1","17","05:00","0.2","0.3","0.1","98","4"
"Helsinki Kumpula","2022","1","17","06:00","0.2","0.2","0.1","98","4.5"
"Helsinki Kumpula","2022","1","17","07:00","0.2","0.3","0.2","98","5"
"Helsinki Kumpula","2022","1","17","08:00","-0.7","0.2","-1.3","98","10.1"
"Helsinki Kumpula","2022","1","17","09:00","-1.9","-1.3","-2.4","93","8.4"
"Helsinki Kumpula","2022","1","17","10:00","-2.9","-2.5","-3.1","90","8.2"
"Helsinki Kumpula","2022","1","17","11:00","-2.7","-2.5","-3","88","7"
"Helsinki Kumpula","2022","1","17","12:00","-2.6","-2.4","-2.8","80","9.1"
"Helsinki Kumpula","2022","1","17","13:00","-2.8","-2.8","-2.9","73","8.4"
"Helsinki Kumpula","2022","1","17","14:00","-3.1","-2.9","-3.2","70","7.7"
"Helsinki Kumpula","2022","1","17","15:00","-3.2","-3.1","-3.4","72","8.5"
"Helsinki Kumpula","2022","1","17","16:00","-3.4","-3.3","-3.6","74","8.3"
"Helsinki Kumpula","2022","1","17","17:00","-3.5","-3.2","-3.8","72","7.8"
"Helsinki Kumpula","2022","1","17","18:00","-3.8","-3.6","-4.2","73","7.2"
"Helsinki Kumpula","2022","1","17","19:00","-4","-3.6","-4.4","77","6.8"
"Helsinki Kumpula","2022","1","17","20:00","-3.6","-3.4","-3.8","78","6.7"
"Helsinki Kumpula","2022","1","17","21:00","-3.2","-3","-3.6","75","6.8"
"Helsinki Kumpula","2022","1","17","22:00","-3.4","-3.2","-3.6","74","7"
"Helsinki Kumpula","2022","1","17","23:00","-3.3","-3.2","-3.5","72","6.9"
"Helsinki Kumpula","2022","1","18","00:00","-3.4","-3.2","-3.6","72","6.6"
"Helsinki Kumpula","2022","1","18","01:00","-3.8","-3.6","-4","73","5.8"
"Helsinki Kumpula","2022","1","18","02:00","-4.2","-3.9","-4.7","74","5.5"
"Helsinki Kumpula","2022","1","18","03:00","-4.8","-4.5","-5.4","77","4.8"
"Helsinki Kumpula","2022","1","18","04:00","-5.7","-5.3","-6.1","80","5.2"
"Helsinki Kumpula","2022","1","18","05:00","-6","-5.4","-6.5","81","5"
"Helsinki Kumpula","2022","1","18","06:00","-6.6","-6.3","-6.9","83","5.2"
"Helsinki Kumpula","2022","1","18","07:00","-6.7","-6.3","-6.9","83","4.9"
"Helsinki Kumpula","2022","1","18","08:00","-6.7","-6.4","-6.9","83","4"
"Helsinki Kumpula","2022","1","18","09:00","-6.2","-5.6","-6.7","82","3.4"
"Helsinki Kumpula","2022","1","18","10:00","-5.6","-5.4","-5.7","80","3.8"
"Helsinki Kumpula","2022","1","18","11:00","-5.3","-4.9","-5.6","80","3.8"
"Helsinki Kumpula","2022","1","18","12:00","-4.5","-4.3","-4.8","77","3.9"
"Helsinki Kumpula","2022","1","18","13:00","-4.2","-4","-4.4","76","3.5"
"Helsinki Kumpula","2022","1","18","14:00","-4","-3.7","-4.2","79","4"
"Helsinki Kumpula","2022","1","18","15:00","-3.2","-2.5","-3.7","83","5"
"Helsinki Kumpula","2022","1","18","16:00","-1.9","-1.3","-2.5","86","5.6"
"Helsinki Kumpula","2022","1","18","17:00","-0.4","0.3","-1.3","86","5.8"
"Helsinki Kumpula","2022","1","18","18:00","0.3","0.5","-0.1","82","5.6"
"Helsinki Kumpula","2022","1","18","19:00","-0.2","0.1","-0.5","84","4.5"
"Helsinki Kumpula","2022","1","18","20:00","0","0.2","-0.1","84","4.7"
"Helsinki Kumpula","2022","1","18","21:00","0.4","0.5","0.2","83","4.3"
"Helsinki Kumpula","2022","1","18","22:00","0.3","0.5","0.1","84","4.2"
"Helsinki Kumpula","2022","1","18","23:00","0.1","0.5","-0.4","85","5"
"Helsinki Kumpula","2022","1","19","00:00","-0.7","-0.3","-1.3","87","4.3"
"Helsinki Kumpula","2022","1","19","01:00","-1.3","-1.1","-1.7","89","3.9"
"Helsinki Kumpula","2022","1","19","02:00","-1.4","-1.1","-1.7","90","4.4"
"Helsinki Kumpula","2022","1","19","03:00","-1.2","-1","-1.5","90","4.7"
"Helsinki Kumpula","2022","1","19","04:00","-1.5","-1.1","-1.9","91","4.7"
"Helsinki Kumpula","2022","1","19","05:00","-1.4","-1.2","-1.6","93","5.6"
"Helsinki Kumpula","2022","1","19","06:00","-0.3","0.4","-1.3","96","6.2"
"Helsinki Kumpula","2022","1","19","07:00","0.8","1.4","0.4","97","5.9"
"Helsinki Kumpula","2022","1","19","08:00","1.6","1.8","1.3","96","6.7"
"Helsinki Kumpula","2022","1","19","09:00","1.7","1.9","1.5","97","7.8"
"Helsinki Kumpula","2022","1","19","10:00","2.1","2.3","1.8","97","7.5"
"Helsinki Kumpula","2022","1","19","11:00","2.3","2.4","2.2","95","7.9"
"Helsinki Kumpula","2022","1","19","12:00","2.5","2.6","2.3","91","7.5"
"Helsinki Kumpula","2022","1","19","13:00","2.7","2.8","2.5","89","6.8"
"Helsinki Kumpula","2022","1","19","14:00","2.5","2.7","2.3","92","6.4"
"Helsinki Kumpula","2022","1","19","15:00","2.4","2.6","2.3","94","6.8"
"Helsinki Kumpula","2022","1","19","16:00","2.5","2.7","2.4","93","6.4"
"Helsinki Kumpula","2022","1","19","17:00","2.7","2.9","2.4","92","7.2"
"Helsinki Kumpula","2022","1","19","18:00","2.7","2.9","2.6","92","7"
"Helsinki Kumpula","2022","1","19","19:00","2.8","2.9","2.7","93","7.1"
"Helsinki Kumpula","2022","1","19","20:00","2.6","2.7","2.5","94","6.9"
"Helsinki Kumpula","2022","1","19","21:00","2.4","2.7","2.1","96","6.8"
"Helsinki Kumpula","2022","1","19","22:00","2.2","2.3","2.1","97","8"
"Helsinki Kumpula","2022","1","19","23:00","1.7","2.1","1","97","8.8"
"Helsinki Kumpula","2022","1","20","00:00","1.1","1.3","0.7","97","7.9"
"Helsinki Kumpula","2022","1","20","01:00","0.9","1.4","0.5","98","8.6"
"Helsinki Kumpula","2022","1","20","02:00","1.5","1.7","1.3","97","8.1"
"Helsinki Kumpula","2022","1","20","03:00","1.3","1.5","1","97","7.4"
"Helsinki Kumpula","2022","1","20","04:00","0.9","1","0.8","97","6.9"
"Helsinki Kumpula","2022","1","20","05:00","1.1","1.1","1","97","7.2"
"Helsinki Kumpula","2022","1","20","06:00","0.9","1.1","0.8","97","6.4"
"Helsinki Kumpula","2022","1","20","07:00","1.1","1.2","0.8","97","6.9"
"Helsinki Kumpula","2022","1","20","08:00","1.2","1.2","1.1","96","6.5"
"Helsinki Kumpula","2022","1","20","09:00","0.8","1.1","0.5","97","5"
"Helsinki Kumpula","2022","1","20","10:00","0.4","0.5","0.3","98","4.4"
"Helsinki Kumpula","2022","1","20","11:00","0.4","0.5","0.3","98","3.2"
"Helsinki Kumpula","2022","1","20","12:00","0.3","0.4","0.3","98","3.1"
"Helsinki Kumpula","2022","1","20","13:00","0.4","0.4","0.3","98","2.6"
"Helsinki Kumpula","2022","1","20","14:00","0.3","0.3","0.2","99","1.6"
"Helsinki Kumpula","2022","1","20","15:00","0.2","0.3","0.2","99","2.4"
"Helsinki Kumpula","2022","1","20","16:00","0.3","0.3","0.1","99","3.7"
"Helsinki Kumpula","2022","1","20","17:00","-0.1","0.2","-0.5","94","7"
"Helsinki Kumpula","2022","1","20","18:00","-0.9","-0.5","-1.1","90","7.7"
"Helsinki Kumpula","2022","1","20","19:00","-1.4","-1.1","-2","88","8.6"
"Helsinki Kumpula","2022","1","20","20:00","-2.1","-2","-2.2","89","8.9"
"Helsinki Kumpula","2022","1","20","21:00","-2.3","-2.2","-2.4","85","7.9"
"Helsinki Kumpula","2022","1","20","22:00","-2.3","-2.2","-2.6","87","7.3"
"Helsinki Kumpula","2022","1","20","23:00","-2.6","-2.5","-2.8","86","7.1"
"Helsinki Kumpula","2022","1","21","00:00","-2.7","-2.6","-2.7","84","7.4"
"Helsinki Kumpula","2022","1","21","01:00","-2.8","-2.7","-2.8","84","7.1"
"Helsinki Kumpula","2022","1","21","02:00","-2.7","-2.5","-2.8","83","7.6"
"Helsinki Kumpula","2022","1","21","03:00","-2.3","-2","-2.5","84","8.3"
"Helsinki Kumpula","2022","1","21","04:00","-1.9","-1.7","-2","85","8.3"
"Helsinki Kumpula","2022","1","21","05:00","-1.5","-1.4","-1.7","82","8.2"
"Helsinki Kumpula","2022","1","21","06:00","-1.5","-1.4","-1.7","78","8.4"
"Helsinki Kumpula","2022","1","21","07:00","-1.9","-1.7","-2","78","8.1"
"Helsinki Kumpula","2022","1","21","08:00","-2.1","-2","-2.1","78","7.1"
"Helsinki Kumpula","2022","1","21","09:00","-2.1","-2","-2.1","78","8.2"
"Helsinki Kumpula","2022","1","21","10:00","-2","-1.9","-2","76","7.7"
"Helsinki Kumpula","2022","1","21","11:00","-1.8","-1.8","-1.9","75","7.9"
"Helsinki Kumpula","2022","1","21","12:00","-1.8","-1.8","-1.9","74","8.2"
"Helsinki Kumpula","2022","1","21","13:00","-1.9","-1.8","-1.9","75","7.5"
"Helsinki Kumpula","2022","1","21","14:00","-1.9","-1.9","-2","79","7.2"
"Helsinki Kumpula","2022","1","21","15:00","-1.9","-1.8","-2","84","6.7"
"Helsinki Kumpula","2022","1","21","16:00","-2","-1.8","-2.1","87","6.5"
"Helsinki Kumpula","2022","1","21","17:00","-1.9","-1.8","-2","83","6.6"
"Helsinki Kumpula","2022","1","21","18:00","-2.1","-1.9","-2.3","82","7"
"Helsinki Kumpula","2022","1","21","19:00","-2.5","-2.3","-2.6","82","7"
"Helsinki Kumpula","2022","1","21","20:00","-2.8","-2.6","-3","81","6.6"
"Helsinki Kumpula","2022","1","21","21:00","-3.1","-3","-3.2","82","6.5"
"Helsinki Kumpula","2022","1","21","22:00","-3.2","-3.1","-3.2","80","6.9"
"Helsinki Kumpula","2022","1","21","23:00","-3.3","-3.2","-3.4","79","6.9"
"Helsinki Kumpula","2022","1","22","00:00","-3.3","-3.2","-3.3","79","6.6"
"Helsinki Kumpula","2022","1","22","01:00","-3.3","-3.3","-3.3","80","5.4"
"Helsinki Kumpula","2022","1","22","02:00","-3.5","-3.3","-3.6","81","5.5"
"Helsinki Kumpula","2022","1","22","03:00","-3.5","-3.5","-3.6","82","4.8"
"Helsinki Kumpula","2022","1","22","04:00","-3.7","-3.5","-4","83","4.8"
"Helsinki Kumpula","2022","1","22","05:00","-4.3","-4","-4.6","83","4.8"
"Helsinki Kumpula","2022","1","22","06:00","-5.2","-4.6","-5.5","84","4"
"Helsinki Kumpula","2022","1","22","07:00","-4.7","-4.5","-5.1","83","3.4"
"Helsinki Kumpula","2022","1","22","08:00","-4.5","-4.5","-4.6","83","3.4"
"Helsinki Kumpula","2022","1","22","09:00","-4.4","-4.3","-4.5","81","4"
"Helsinki Kumpula","2022","1","22","10:00","-4.7","-4.5","-4.8","80","4.3"
"Helsinki Kumpula","2022","1","22","11:00","-4.7","-4.4","-4.8","80","4.3"
"Helsinki Kumpula","2022","1","22","12:00","-5.2","-4.5","-5.7","81","4.1"
"Helsinki Kumpula","2022","1","22","13:00","-5.9","-5.7","-6.1","85","3.5"
"Helsinki Kumpula","2022","1","22","14:00","-6.4","-6.1","-6.8","87","3"
"Helsinki Kumpula","2022","1","22","15:00","-7","-6.7","-7.3","88","3.4"
"Helsinki Kumpula","2022","1","22","16:00","-7.5","-7.2","-7.8","89","3.3"
"Helsinki Kumpula","2022","1","22","17:00","-8","-7.7","-8.2","90","3.3"
"Helsinki Kumpula","2022","1","22","18:00","-8.6","-8.1","-9","91","2.3"
"Helsinki Kumpula","2022","1","22","19:00","-9.1","-8.8","-9.4","92","1.9"
"Helsinki Kumpula","2022","1","22","20:00","-9.3","-9","-9.9","93","2.4"
"Helsinki Kumpula","2022","1","22","21:00","-9.3","-9","-9.8","92","1.9"
"Helsinki Kumpula","2022","1","22","22:00","-9.3","-8.4","-9.8","93","1.7"
"Helsinki Kumpula","2022","1","22","23:00","-8.5","-8.4","-8.6","91","1.4"
"Helsinki Kumpula","2022","1","23","00:00","-8.2","-7.9","-8.4","91","1.4"
"Helsinki Kumpula","2022","1","23","01:00","-7.9","-7.8","-7.9","92","0.8"
"Helsinki Kumpula","2022","1","23","02:00","-7.6","-7.3","-7.9","91","1"
"Helsinki Kumpula","2022","1","23","03:00","-7.1","-6.8","-7.4","91","1.7"
"Helsinki Kumpula","2022","1","23","04:00","-6.3","-5.8","-6.8","88","2.1"
"Helsinki Kumpula","2022","1","23","05:00","-5.4","-4.8","-6","91","2.4"
"Helsinki Kumpula","2022","1","23","06:00","-3.7","-3.1","-4.8","93","3"
"Helsinki Kumpula","2022","1","23","07:00","-2.6","-1.8","-3.1","96","3.5"
"Helsinki Kumpula","2022","1","23","08:00","-1.5","-1.3","-1.8","96","4.4"
"Helsinki Kumpula","2022","1","23","09:00","-1.2","-1.2","-1.2","96","5.2"
"Helsinki Kumpula","2022","1","23","10:00","-1.1","-0.8","-1.2","96","6.1"
"Helsinki Kumpula","2022","1","23","11:00","-0.7","-0.6","-0.8","97","6.3"
"Helsinki Kumpula","2022","1","23","12:00","-0.4","-0.2","-0.6","97","7.2"
"Helsinki Kumpula","2022","1","23","13:00","0.1","0.3","-0.2","98","5"
"Helsinki Kumpula","2022","1","23","14:00","0.5","0.6","0.3","98","5"
"Helsinki Kumpula","2022","1","23","15:00","0.7","0.8","0.5","98","4.3"
"Helsinki Kumpula","2022","1","23","16:00","1","1.2","0.8","98","4.5"
"Helsinki Kumpula","2022","1","23","17:00","1.1","1.2","1","98","4.2"
"Helsinki Kumpula","2022","1","23","18:00","1.3","1.4","1.1","98","5.3"
"Helsinki Kumpula","2022","1","23","19:00","1.4","1.4","1.3","99","5.8"
"Helsinki Kumpula","2022","1","23","20:00","1.3","1.4","1.2","99","6"
"Helsinki Kumpula","2022","1","23","21:00","1.2","1.3","1.2","99","5.5"
"Helsinki Kumpula","2022","1","23","22:00","1.2","1.2","1.1","99","6.4"
"Helsinki Kumpula","2022","1","23","23:00","1.2","1.3","1.1","99","5.9"
"Helsinki Kumpula","2022","1","24","00:00","1.2","1.3","1.1","99","6.7"
"Helsinki Kumpula","2022","1","24","01:00","1.2","1.3","1.1","99","8.6"
"Helsinki Kumpula","2022","1","24","02:00","1.2","1.3","1.1","99","8.9"
"Helsinki Kumpula","2022","1","24","03:00","1.2","1.3","1.1","98","8.9"
"Helsinki Kumpula","2022","1","24","04:00","1.2","1.2","1.1","99","9"
"Helsinki Kumpula","2022","1","24","05:00","1.2","1.3","1.1","99","8.9"
"Helsinki Kumpula","2022","1","24","06:00","1.3","1.4","1.2","99","9.4"
"Helsinki Kumpula","2022","1","24","07:00","1.5","1.6","1.4","98","9.5"
"Helsinki Kumpula","2022","1","24","08:00","1.5","1.6","1.4","98","9.1"
"Helsinki Kumpula","2022","1","24","09:00","1.5","1.6","1.4","98","9.1"
"Helsinki Kumpula","2022","1","24","10:00","1.5","1.6","1.4","98","8.4"
"Helsinki Kumpula","2022","1","24","11:00","1.9","2.1","1.6","98","8.3"
"Helsinki Kumpula","2022","1","24","12:00","2","2.1","1.8","97","7.6"
"Helsinki Kumpula","2022","1","24","13:00","2.1","2.3","1.9","98","7.1"
"Helsinki Kumpula","2022","1","24","14:00","2.3","2.4","2.2","97","7.4"
"Helsinki Kumpula","2022","1","24","15:00","2.2","2.4","2.1","95","6.4"
"Helsinki Kumpula","2022","1","24","16:00","2.2","2.3","2","95","5.6"
"Helsinki Kumpula","2022","1","24","17:00","2.2","2.3","2.1","95","5.3"
"Helsinki Kumpula","2022","1","24","18:00","2.2","2.5","2","95","5"
"Helsinki Kumpula","2022","1","24","19:00","2.4","2.5","2.2","93","5.9"
"Helsinki Kumpula","2022","1","24","20:00","2.3","2.4","2.2","91","5.9"
"Helsinki Kumpula","2022","1","24","21:00","2","2.3","1.8","91","4.7"
"Helsinki Kumpula","2022","1","24","22:00","1.7","2.1","1.3","93","4"
"Helsinki Kumpula","2022","1","24","23:00","1.3","1.4","1.2","94","3.5"
"Helsinki Kumpula","2022","1","25","00:00","1.1","1.3","0.9","94","3.7"
"Helsinki Kumpula","2022","1","25","01:00","0.5","0.8","0.2","94","4.6"
"Helsinki Kumpula","2022","1","25","02:00","0.1","0.3","-0.2","93","4.5"
"Helsinki Kumpula","2022","1","25","03:00","-0.3","0.1","-0.8","93","4.7"
"Helsinki Kumpula","2022","1","25","04:00","0","0.4","-0.6","91","4.5"
"Helsinki Kumpula","2022","1","25","05:00","-0.2","0","-0.6","92","4.3"
"Helsinki Kumpula","2022","1","25","06:00","-0.1","0.1","-0.5","90","4.6"
"Helsinki Kumpula","2022","1","25","07:00","-0.8","-0.5","-1.1","91","4.6"
"Helsinki Kumpula","2022","1","25","08:00","-0.8","-0.5","-1.1","87","5.3"
"Helsinki Kumpula","2022","1","25","09:00","-0.2","0.2","-0.5","81","5.1"
"Helsinki Kumpula","2022","1","25","10:00","0.2","0.3","0","75","4.5"
"Helsinki Kumpula","2022","1","25","11:00","0.4","0.5","0.3","70","4.2"
"Helsinki Kumpula","2022","1","25","12:00","0.4","0.5","0.3","67","3.7"
"Helsinki Kumpula","2022","1","25","13:00","0.1","0.3","-0.2","67","3.7"
"Helsinki Kumpula","2022","1","25","14:00","-0.6","-0.1","-1.1","71","3"
"Helsinki Kumpula","2022","1","25","15:00","-1.8","-1.1","-2.6","80","2.2"
"Helsinki Kumpula","2022","1","25","16:00","-2.9","-2.2","-3.7","88","2.5"
"Helsinki Kumpula","2022","1","25","17:00","-2.8","-2.5","-3.1","87","4.4"
"Helsinki Kumpula","2022","1","25","18:00","-3.1","-2.9","-3.4","88","4.9"
"Helsinki Kumpula","2022","1","25","19:00","-3.5","-3.2","-3.8","89","4.2"
"Helsinki Kumpula","2022","1","25","20:00","-3.7","-3.2","-4","89","4.2"
"Helsinki Kumpula","2022","1","25","21:00","-4.2","-4","-4.6","90","3.5"
"Helsinki Kumpula","2022","1","25","22:00","-5","-4.6","-5.2","93","3"
"Helsinki Kumpula","2022","1","25","23:00","-5","-4.7","-5.3","93","4.1"
"Helsinki Kumpula","2022","1","26","00:00","-5.5","-4.9","-5.9","94","2.5"
"Helsinki Kumpula","2022","1","26","01:00","-5.4","-5.1","-5.8","95","4.1"
"Helsinki Kumpula","2022","1","26","02:00","-5.6","-5.1","-5.8","94","2.6"
"Helsinki Kumpula","2022","1","26","03:00","-5.4","-4.9","-6","95","3"
"Helsinki Kumpula","2022","1","26","04:00","-4.7","-4.4","-5.2","95","4.1"
"Helsinki Kumpula","2022","1","26","05:00","-4.3","-3.3","-4.8","96","3.6"
"Helsinki Kumpula","2022","1","26","06:00","-2.7","-2","-3.3","94","3.6"
"Helsinki Kumpula","2022","1","26","07:00","-1.4","-0.5","-2.1","92","3.8"
"Helsinki Kumpula","2022","1","26","08:00","0","0.1","-0.5","93","5.1"
"Helsinki Kumpula","2022","1","26","09:00","-0.1","0","-0.2","92","6.7"
"Helsinki Kumpula","2022","1","26","10:00","0","0.1","-0.1","90","6.7"
"Helsinki Kumpula","2022","1","26","11:00","0.1","0.2","0","88","6.1"
"Helsinki Kumpula","2022","1","26","12:00","0.1","0.2","-0.1","88","7"
"Helsinki Kumpula","2022","1","26","13:00","-0.1","0.2","-0.5","91","6.8"
"Helsinki Kumpula","2022","1","26","14:00","-0.3","-0.2","-0.5","95","8"
"Helsinki Kumpula","2022","1","26","15:00","-0.3","-0.3","-0.4","97","8.1"
"Helsinki Kumpula","2022","1","26","16:00","-0.2","-0.1","-0.3","98","7"
"Helsinki Kumpula","2022","1","26","17:00","0.1","0.2","-0.1","98","6.3"
"Helsinki Kumpula","2022","1","26","18:00","0.3","0.4","0.2","98","7"
"Helsinki Kumpula","2022","1","26","19:00","0.6","0.7","0.4","98","6.4"
"Helsinki Kumpula","2022","1","26","20:00","0.7","0.8","0.6","99","6.5"
"Helsinki Kumpula","2022","1","26","21:00","0.7","0.8","0.7","99","6.2"
"Helsinki Kumpula","2022","1","26","22:00","0.7","0.8","0.6","99","5.4"
"Helsinki Kumpula","2022","1","26","23:00","0.8","0.9","0.7","99","4"
"Helsinki Kumpula","2022","1","27","00:00","0.9","1","0.8","99","2.9"
"Helsinki Kumpula","2022","1","27","01:00","0.8","0.8","0.7","99","2.8"
"Helsinki Kumpula","2022","1","27","02:00","0.7","0.8","0.6","99","2.4"
"Helsinki Kumpula","2022","1","27","03:00","0.5","0.7","0.5","99","2.1"
"Helsinki Kumpula","2022","1","27","04:00","0.5","0.6","0.4","99","3.1"
"Helsinki Kumpula","2022","1","27","05:00","0.2","0.4","0.1","98","3.4"
"Helsinki Kumpula","2022","1","27","06:00","0.4","0.6","0.2","98","2.5"
"Helsinki Kumpula","2022","1","27","07:00","0.8","1.3","0.6","97","2.7"
"Helsinki Kumpula","2022","1","27","08:00","1.1","1.3","1.1","98","4.3"
"Helsinki Kumpula","2022","1","27","09:00","1.1","1.2","1.1","98","4.5"
"Helsinki Kumpula","2022","1","27","10:00","1.1","1.1","1","97","4.4"
"Helsinki Kumpula","2022","1","27","11:00","1.2","1.3","1","96","4.2"
"Helsinki Kumpula","2022","1","27","12:00","1","1.2","0.9","97","4.5"
"Helsinki Kumpula","2022","1","27","13:00","0.6","0.9","0.4","98","4.8"
"Helsinki Kumpula","2022","1","27","14:00","0.5","0.6","0.3","99","4.8"
"Helsinki Kumpula","2022","1","27","15:00","0.3","0.3","0.3","99","5"
"Helsinki Kumpula","2022","1","27","16:00","0.3","0.3","0.2","99","5.8"
"Helsinki Kumpula","2022","1","27","17:00","0.3","0.3","0.2","99","5.8"
"Helsinki Kumpula","2022","1","27","18:00","0.3","0.3","0.3","99","4.7"
"Helsinki Kumpula","2022","1","27","19:00","0.4","0.5","0.3","99","4.1"
"Helsinki Kumpula","2022","1","27","20:00","0.4","0.5","0.3","99","4"
"Helsinki Kumpula","2022","1","27","21:00","0.3","0.3","0.3","99","3.9"
"Helsinki Kumpula","2022","1","27","22:00","0.3","0.3","0.2","99","3.7"
"Helsinki Kumpula","2022","1","27","23:00","0.3","0.3","0.3","98","4.1"
"Helsinki Kumpula","2022","1","28","00:00","0.3","0.4","0.3","98","4.1"
"Helsinki Kumpula","2022","1","28","01:00","0.4","0.4","0.3","97","3.7"
"Helsinki Kumpula","2022","1","28","02:00","0.3","0.4","0.3","97","4"
"Helsinki Kumpula","2022","1","28","03:00","0.3","0.3","0.2","96","4.7"
"Helsinki Kumpula","2022","1","28","04:00","0","0.2","-0.1","95","4.8"
"Helsinki Kumpula","2022","1","28","05:00","-0.4","-0.1","-0.5","94","4.9"
"Helsinki Kumpula","2022","1","28","06:00","-0.6","-0.5","-0.7","94","4.8"
"Helsinki Kumpula","2022","1","28","07:00","-0.7","-0.7","-0.8","94","5.1"
"Helsinki Kumpula","2022","1","28","08:00","-0.7","-0.7","-0.8","93","5.3"
"Helsinki Kumpula","2022","1","28","09:00","-0.5","-0.2","-0.8","91","5.3"
"Helsinki Kumpula","2022","1","28","10:00","0","0.1","-0.2","91","4.9"
"Helsinki Kumpula","2022","1","28","11:00","0.1","0.2","0","94","4.8"
"Helsinki Kumpula","2022","1","28","12:00","0","0.1","-0.1","90","5.2"
"Helsinki Kumpula","2022","1","28","13:00","-0.2","0","-0.4","90","4.7"
"Helsinki Kumpula","2022","1","28","14:00","-0.9","-0.4","-1.2","89","5.8"
"Helsinki Kumpula","2022","1","28","15:00","-1.2","-1.2","-1.3","87","5"
"Helsinki Kumpula","2022","1","28","16:00","-1.5","-1.3","-1.6","88","4.5"
"Helsinki Kumpula","2022","1","28","17:00","-1.9","-1.5","-2.2","90","4.1"
"Helsinki Kumpula","2022","1","28","18:00","-1.7","-1.6","-2","89","4.2"
"Helsinki Kumpula","2022","1","28","19:00","-1.8","-1.6","-1.9","89","4.4"
"Helsinki Kumpula","2022","1","28","20:00","-1.9","-1.9","-2","92","3.6"
"Helsinki Kumpula","2022","1","28","21:00","-1.9","-1.8","-2","88","4.2"
"Helsinki Kumpula","2022","1","28","22:00","-2.1","-2","-2.5","86","4.9"
"Helsinki Kumpula","2022","1","28","23:00","-3","-2.5","-3.9","86","4.3"
"Helsinki Kumpula","2022","1","29","00:00","-4.7","-3.9","-5.5","90","3.8"
"Helsinki Kumpula","2022","1","29","01:00","-6.1","-5.6","-6.5","92","3.1"
"Helsinki Kumpula","2022","1","29","02:00","-6.8","-6.2","-7.2","92","2.5"
"Helsinki Kumpula","2022","1","29","03:00","-7.1","-6.8","-7.4","93","2"
"Helsinki Kumpula","2022","1","29","04:00","-6.6","-6.2","-6.9","91","2.8"
"Helsinki Kumpula","2022","1","29","05:00","-6","-5.3","-6.4","90","2.8"
"Helsinki Kumpula","2022","1","29","06:00","-3.6","-2.3","-5.2","89","4.2"
"Helsinki Kumpula","2022","1","29","07:00","-1.7","-1.3","-2.4","86","5.7"
"Helsinki Kumpula","2022","1","29","08:00","-1.2","-1","-1.5","86","5.9"
"Helsinki Kumpula","2022","1","29","09:00","-0.8","-0.5","-1.1","81","6.8"
"Helsinki Kumpula","2022","1","29","10:00","-0.2","0","-0.5","79","6.8"
"Helsinki Kumpula","2022","1","29","11:00","0.2","0.3","0","80","7.6"
"Helsinki Kumpula","2022","1","29","12:00","0.5","0.6","0.2","84","8.7"
"Helsinki Kumpula","2022","1","29","13:00","0.5","0.5","0.3","88","9.7"
"Helsinki Kumpula","2022","1","29","14:00","0","0.3","-0.2","93","8.9"
"Helsinki Kumpula","2022","1","29","15:00","-0.1","0","-0.2","95","8.2"
"Helsinki Kumpula","2022","1","29","16:00","-0.5","-0.2","-0.7","97","10.7"
"Helsinki Kumpula","2022","1","29","17:00","-0.7","-0.7","-0.8","97","11.2"
"Helsinki Kumpula","2022","1","29","18:00","-0.7","-0.7","-0.8","98","10.3"
"Helsinki Kumpula","2022","1","29","19:00","-0.9","-0.8","-1","98","10.8"
"Helsinki Kumpula","2022","1","29","20:00","-1","-1","-1","98","9.4"
"Helsinki Kumpula","2022","1","29","21:00","-1","-0.9","-1","98","10.1"
"Helsinki Kumpula","2022","1","29","22:00","-1","-0.9","-1","99","10.3"
"Helsinki Kumpula","2022","1","29","23:00","-0.9","-0.8","-1","99","10.3"
"Helsinki Kumpula","2022","1","30","00:00","-0.8","-0.8","-0.9","99","10.1"
"Helsinki Kumpula","2022","1","30","01:00","-0.6","-0.5","-0.8","99","8.2"
"Helsinki Kumpula","2022","1","30","02:00","-0.4","-0.3","-0.5","99","7.5"
"Helsinki Kumpula","2022","1","30","03:00","-0.2","-0.1","-0.3","99","7.3"
"Helsinki Kumpula","2022","1","30","04:00","-0.2","-0.1","-0.3","99","6.9"
"Helsinki Kumpula","2022","1","30","05:00","-0.5","-0.3","-0.6","99","6.6"
"Helsinki Kumpula","2022","1","30","06:00","-0.8","-0.7","-0.8","99","6.3"
"Helsinki Kumpula","2022","1","30","07:00","-0.8","-0.8","-0.9","99","6.3"
"Helsinki Kumpula","2022","1","30","08:00","-0.7","-0.7","-0.8","99","5.6"
