"Observation station","Year","Month","Day","Time [UTC]","Average temperature [°C]","Maximum temperature [°C]","Minimum temperature [°C]","Average relative humidity [%]","Wind speed [m/s]"
"Helsinki Kumpula","2021","10","15","02:00","8","8.1","7.7","91","6.5"
"Helsinki Kumpula","2021","10","15","03:00","7.9","8.1","7.8","91","7.4"
"Helsinki Kumpula","2021","10","15","04:00","7.9","8","7.8","91","8.2"
"Helsinki Kumpula","2021","10","15","05:00","8","8.1","7.9","93","8.1"
"Helsinki Kumpula","2021","10","15","06:00","8.3","8.5","8","93","7.8"
"Helsinki Kumpula","2021","10","15","07:00","8.6","8.7","8.5","93","8"
"Helsinki Kumpula","2021","10","15","08:00","8.7","8.8","8.6","94","7.5"
"Helsinki Kumpula","2021","10","15","09:00","8.9","9","8.7","94","8.3"
"Helsinki Kumpula","2021","10","15","10:00","9.1","9.3","9","93","8.2"
"Helsinki Kumpula","2021","10","15","11:00","9.5","9.9","9.2","93","7.9"
"Helsinki Kumpula","2021","10","15","12:00","9.9","10","9.8","93","7.6"
"Helsinki Kumpula","2021","10","15","13:00","9.7","9.8","9.7","95","8.2"
"Helsinki Kumpula","2021","10","15","14:00","9.8","9.9","9.7","97","8.7"
"Helsinki Kumpula","2021","10","15","15:00","9.9","10.1","9.6","97","8.6"
"Helsinki Kumpula","2021","10","15","16:00","8.6","9.5","7.7","92","6.8"
"Helsinki Kumpula","2021","10","15","17:00","8.3","9.3","7.7","92","5.6"
"Helsinki Kumpula","2021","10","15","18:00","9.3","9.7","8.7","91","6.8"
"Helsinki Kumpula","2021","10","15","19:00","7.7","8.8","6.9","88","7.3"
"Helsinki Kumpula","2021","10","15","20:00","5.8","6.8","5.3","84","8.1"
"Helsinki Kumpula","2021","10","15","21:00","5.1","5.5","4.9","83","7.6"
"Helsinki Kumpula","2021","10","15","22:00","4.8","5","4.5","82","7.3"
"Helsinki Kumpula","2021","10","15","23:00","4.9","5.2","4.6","80","7.4"
"Helsinki Kumpula","2021","10","16","00:00","4.2","4.6","3.9","81","6.6"
"Helsinki Kumpula","2021","10","16","01:00","4.2","4.4","4","83","6.7"
"Helsinki Kumpula","2021","10","16","02:00","4","4.3","3.7","85","5.8"
"Helsinki Kumpula","2021","10","16","03:00","3.8","4.1","3.6","86","5.8"
"Helsinki Kumpula","2021","10","16","04:00","3.6","3.9","3.1","85","5.4"
"Helsinki Kumpula","2021","10","16","05:00","3.5","3.8","3.3","84","5.4"
"Helsinki Kumpula","2021","10","16","06:00","4","4.5","3.6","81","6.5"
"Helsinki Kumpula","2021","10","16","07:00","4.9","5.6","4.5","77","6.3"
"Helsinki Kumpula","2021","10","16","08:00","6.3","6.9","5.6","71","6.9"
"Helsinki Kumpula","2021","10","16","09:00","7.4","7.9","6.9","66","8.4"
"Helsinki Kumpula","2021","10","16","10:00","8.4","9.1","7.8","60","8.1"
"Helsinki Kumpula","2021","10","16","11:00","8.6","9","7.8","56","9.5"
"Helsinki Kumpula","2021","10","16","12:00","8.9","9.3","8.6","54","8.9"
"Helsinki Kumpula","2021","10","16","13:00","9.3","9.7","8.9","53","7.9"
"Helsinki Kumpula","2021","10","16","14:00","8.9","9.2","8.4","53","7.3"
"Helsinki Kumpula","2021","10","16","15:00","7.8","8.5","7.2","60","6.2"
"Helsinki Kumpula","2021","10","16","16:00","6.8","7.1","6.6","68","6.1"
"Helsinki Kumpula","2021","10","16","17:00","6.5","6.9","6","72","6.5"
"Helsinki Kumpula","2021","10","16","18:00","6","6.3","5.7","76","6.2"
"Helsinki Kumpula","2021","10","16","19:00","5.6","6","5.4","77","5.5"
"Helsinki Kumpula","2021","10","16","20:00","5.5","6.8","4.1","79","6.2"
"Helsinki Kumpula","2021","10","16","21:00","5.2","5.7","4.4","84","7.2"
"Helsinki Kumpula","2021","10","16","22:00","4.6","5","4","86","5.5"
"Helsinki Kumpula","2021","10","16","23:00","4.4","4.6","4.1","86","5.7"
"Helsinki Kumpula","2021","10","17","00:00","4.1","4.4","3.9","86","5.7"
"Helsinki Kumpula","2021","10","17","01:00","3.8","4.1","3.4","86","5.5"
"Helsinki Kumpula","2021","10","17","02:00","3.5","3.8","3.3","87","5.2"
"Helsinki Kumpula","2021","10","17","03:00","3.3","3.6","3.2","88","5.4"
"Helsinki Kumpula","2021","10","17","04:00","3.3","3.5","3.2","86","5.6"
"Helsinki Kumpula","2021","10","17","05:00","3.2","3.6","2.9","85","6"
"Helsinki Kumpula","2021","10","17","06:00","3.3","3.8","3.1","84","5.3"
"Helsinki Kumpula","2021","10","17","07:00","4.2","5","3.6","79","6"
"Helsinki Kumpula","2021","10","17","08:00","5.7","6.4","5","70","7"
"Helsinki Kumpula","2021","10","17","09:00","6.7","7.1","6.3","65","8.6"
"Helsinki Kumpula","2021","10","17","10:00","7.5","7.9","7","61","9"
"Helsinki Kumpula","2021","10","17","11:00","8.1","8.4","7.5","57","8.7"
"Helsinki Kumpula","2021","10","17","12:00","8.9","9.4","8.3","52","7.7"
"Helsinki Kumpula","2021","10","17","13:00","8.1","9","7.6","52","8"
"Helsinki Kumpula","2021","10","17","14:00","8.4","8.7","7.7","53","6"
"Helsinki Kumpula","2021","10","17","15:00","6.9","7.7","6.2","59","7"
"Helsinki Kumpula","2021","10","17","16:00","5.8","6.4","5.6","63","6.3"
"Helsinki Kumpula","2021","10","17","17:00","5.3","5.8","4.6","65","6.4"
"Helsinki Kumpula","2021","10","17","18:00","4.6","4.9","4.3","71","5.8"
"Helsinki Kumpula","2021","10","17","19:00","4.1","4.4","3.7","75","5.2"
"Helsinki Kumpula","2021","10","17","20:00","3.5","4","3","76","4.3"
"Helsinki Kumpula","2021","10","17","21:00","3.2","3.6","2.7","78","5.4"
"Helsinki Kumpula","2021","10","17","22:00","3.2","3.8","2.5","80","4.5"
"Helsinki Kumpula","2021","10","17","23:00","2.5","2.8","2.1","84","6.2"
"Helsinki Kumpula","2021","10","18","00:00","2.8","3.2","2.6","85","6.8"
"Helsinki Kumpula","2021","10","18","01:00","3.4","3.6","3.2","84","7.2"
"Helsinki Kumpula","2021","10","18","02:00","3.6","3.9","3.4","82","7.2"
"Helsinki Kumpula","2021","10","18","03:00","3.9","4.1","3.5","81","6.9"
"Helsinki Kumpula","2021","10","18","04:00","3.6","3.7","3.2","83","6.1"
"Helsinki Kumpula","2021","10","18","05:00","3.3","3.6","3","82","6.3"
"Helsinki Kumpula","2021","10","18","06:00","3.6","3.8","3.4","80","5.7"
"Helsinki Kumpula","2021","10","18","07:00","4","4.5","3.8","77","6.5"
"Helsinki Kumpula","2021","10","18","08:00","4.7","5.1","4.4","74","7"
"Helsinki Kumpula","2021","10","18","09:00","5.4","5.9","5","69","7.7"
"Helsinki Kumpula","2021","10","18","10:00","6","6.4","5.7","65","7.6"
"Helsinki Kumpula","2021","10","18","11:00","6","6.8","5.4","65","7.8"
"Helsinki Kumpula","2021","10","18","12:00","6.7","7.2","6.3","62","6"
"Helsinki Kumpula","2021","10","18","13:00","6.3","6.5","6.1","66","6.6"
"Helsinki Kumpula","2021","10","18","14:00","6","6.1","5.7","68","5.6"
"Helsinki Kumpula","2021","10","18","15:00","5.9","6","5.7","64","5.2"
"Helsinki Kumpula","2021","10","18","16:00","5.5","5.8","5.2","62","5.4"
"Helsinki Kumpula","2021","10","18","17:00","5.1","5.3","4.8","63","6.2"
"Helsinki Kumpula","2021","10","18","18:00","4.4","4.8","3.9","67","5.8"
"Helsinki Kumpula","2021","10","18","19:00","3.4","4","2.9","71","5"
"Helsinki Kumpula","2021","10","18","20:00","2.8","3","2.6","75","4.6"
"Helsinki Kumpula","2021","10","18","21:00","2.7","2.8","2.5","76","4.4"
"Helsinki Kumpula","2021","10","18","22:00","2.7","2.9","2.5","76","4.2"
"Helsinki Kumpula","2021","10","18","23:00","1.7","2.6","0.9","82","3.8"
"Helsinki Kumpula","2021","10","19","00:00","0.3","0.9","-0.3","88","4"
"Helsinki Kumpula","2021","10","19","01:00","-0.3","0.1","-0.6","89","4.7"
"Helsinki Kumpula","2021","10","19","02:00","-0.8","-0.5","-1.1","91","4.5"
"Helsinki Kumpula","2021","10","19","03:00","-1.1","-0.6","-1.5","91","4.3"
"Helsinki Kumpula","2021","10","19","04:00","-1.5","-1.2","-1.8","92","4.5"
"Helsinki Kumpula","2021","10","19","05:00","-1.8","-1.5","-2","92","4.3"
"Helsinki Kumpula","2021","10","19","06:00","-1.9","-1.6","-2.1","93","3.7"
"Helsinki Kumpula","2021","10","19","07:00","-0.6","0.8","-1.7","88","3.4"
"Helsinki Kumpula","2021","10","19","08:00","1.9","2.6","0.8","74","2.9"
"Helsinki Kumpula","2021","10","19","09:00","3.4","4","2.7","65","2.9"
"Helsinki Kumpula","2021","10","19","10:00","4.3","4.7","4","55","3"
"Helsinki Kumpula","2021","10","19","11:00","4.9","5.3","4.6","50","2.5"
"Helsinki Kumpula","2021","10","19","12:00","5.5","6","5.1","47","2.4"
"Helsinki Kumpula","2021","10","19","13:00","5.6","6.1","5.3","48","2.4"
"Helsinki Kumpula","2021","10","19","14:00","4.6","5.3","4.2","53","1.9"
"Helsinki Kumpula","2021","10","19","15:00","3.9","4.4","3.4","55","1.5"
"Helsinki Kumpula","2021","10","19","16:00","3.5","3.5","3.4","60","2.1"
"Helsinki Kumpula","2021","10","19","17:00","3.6","3.9","3.4","65","2.5"
"Helsinki Kumpula","2021","10","19","18:00","4.5","4.8","4","60","3.6"
"Helsinki Kumpula","2021","10","19","19:00","5","5.3","4.5","60","4.3"
"Helsinki Kumpula","2021","10","19","20:00","5.4","5.6","5.2","64","5.8"
"Helsinki Kumpula","2021","10","19","21:00","5.7","5.8","5.6","72","6.4"
"Helsinki Kumpula","2021","10","19","22:00","5.8","5.9","5.7","74","6.3"
"Helsinki Kumpula","2021","10","19","23:00","6","6.1","5.9","75","7"
"Helsinki Kumpula","2021","10","20","00:00","6","6.1","5.9","76","7.6"
"Helsinki Kumpula","2021","10","20","01:00","6","6.1","5.8","78","8.1"
"Helsinki Kumpula","2021","10","20","02:00","6","6.1","5.8","75","7.7"
"Helsinki Kumpula","2021","10","20","03:00","5.9","6","5.9","73","8.9"
"Helsinki Kumpula","2021","10","20","04:00","5.8","5.9","5.6","75","8"
"Helsinki Kumpula","2021","10","20","05:00","5.1","5.6","4.9","88","8.2"
"Helsinki Kumpula","2021","10","20","06:00","5","5.1","4.9","93","8.6"
"Helsinki Kumpula","2021","10","20","07:00","5.1","5.2","5","95","8.8"
"Helsinki Kumpula","2021","10","20","08:00","5.3","5.4","5.1","97","8.2"
"Helsinki Kumpula","2021","10","20","09:00","5.8","6","5.4","97","6.8"
"Helsinki Kumpula","2021","10","20","10:00","6.5","6.9","6","98","6.6"
"Helsinki Kumpula","2021","10","20","11:00","7.3","7.7","7","98","6"
"Helsinki Kumpula","2021","10","20","12:00","8.3","8.9","7.7","98","7.2"
"Helsinki Kumpula","2021","10","20","13:00","9.7","10.2","8.9","99","6.1"
"Helsinki Kumpula","2021","10","20","14:00","10.5","10.8","10.1","99","6.8"
"Helsinki Kumpula","2021","10","20","15:00","11","11","10.8","99","7.2"
"Helsinki Kumpula","2021","10","20","16:00","10.9","11","10.9","99","7.3"
"Helsinki Kumpula","2021","10","20","17:00","10.9","11.1","10.8","99","7.3"
"Helsinki Kumpula","2021","10","20","18:00","10.8","10.8","10.7","99","6.7"
"Helsinki Kumpula","2021","10","20","19:00","10.8","11.1","10.7","99","5.6"
"Helsinki Kumpula","2021","10","20","20:00","11.2","11.5","11","99","6.1"
"Helsinki Kumpula","2021","10","20","21:00","11.3","11.5","11.1","99","6"
"Helsinki Kumpula","2021","10","20","22:00","11.1","11.2","11.1","99","5.5"
"Helsinki Kumpula","2021","10","20","23:00","11.2","11.2","11.1","99","5.3"
"Helsinki Kumpula","2021","10","21","00:00","11.3","11.4","11.2","98","5.7"
"Helsinki Kumpula","2021","10","21","01:00","11","11.2","11","97","5.8"
"Helsinki Kumpula","2021","10","21","02:00","10.7","11","10.2","96","6.1"
"Helsinki Kumpula","2021","10","21","03:00","10.2","10.5","10","95","5.7"
"Helsinki Kumpula","2021","10","21","04:00","10.3","10.5","10","93","6.3"
"Helsinki Kumpula","2021","10","21","05:00","10","10.3","9.7","90","7.3"
"Helsinki Kumpula","2021","10","21","06:00","9.5","9.8","9.2","87","5.4"
"Helsinki Kumpula","2021","10","21","07:00","9.9","10.7","9.5","88","5.9"
"Helsinki Kumpula","2021","10","21","08:00","10.4","10.8","10.2","82","5.8"
"Helsinki Kumpula","2021","10","21","09:00","10.6","11","10.4","82","5.7"
"Helsinki Kumpula","2021","10","21","10:00","11.7","12.4","10.6","81","7.7"
"Helsinki Kumpula","2021","10","21","11:00","11.6","12.2","11","81","6.7"
"Helsinki Kumpula","2021","10","21","12:00","11.1","11.4","10.8","88","6.8"
"Helsinki Kumpula","2021","10","21","13:00","10.9","11.2","10.8","89","5.8"
"Helsinki Kumpula","2021","10","21","14:00","10.8","10.9","10.5","91","4.1"
"Helsinki Kumpula","2021","10","21","15:00","10","10.5","9.8","94","4.2"
"Helsinki Kumpula","2021","10","21","16:00","10.3","10.7","10.1","93","4.7"
"Helsinki Kumpula","2021","10","21","17:00","10.5","10.7","10.1","91","5.6"
"Helsinki Kumpula","2021","10","21","18:00","10.3","10.4","10.1","97","4"
"Helsinki Kumpula","2021","10","21","19:00","10.5","10.7","10.4","96","5.8"
"Helsinki Kumpula","2021","10","21","20:00","10.5","10.6","10.3","91","6.7"
"Helsinki Kumpula","2021","10","21","21:00","10","10.3","9.8","94","5.6"
"Helsinki Kumpula","2021","10","21","22:00","9.6","9.9","8.9","87","6.9"
"Helsinki Kumpula","2021","10","21","23:00","8.8","9","8.6","95","8.3"
"Helsinki Kumpula","2021","10","22","00:00","8.4","8.7","8.1","94","10.8"
"Helsinki Kumpula","2021","10","22","01:00","8.1","8.2","8","94","9.3"
"Helsinki Kumpula","2021","10","22","02:00","7.8","8.1","7.4","93","8.1"
"Helsinki Kumpula","2021","10","22","03:00","6.9","7.3","6.3","93","9.3"
"Helsinki Kumpula","2021","10","22","04:00","6.2","6.3","5.9","92","10.5"
"Helsinki Kumpula","2021","10","22","05:00","5.9","6","5.8","91","10.8"
"Helsinki Kumpula","2021","10","22","06:00","5.9","6","5.8","89","10.4"
"Helsinki Kumpula","2021","10","22","07:00","5.6","5.9","5.5","89","10.6"
"Helsinki Kumpula","2021","10","22","08:00","5.7","5.9","5.5","86","10.4"
"Helsinki Kumpula","2021","10","22","09:00","5.6","5.8","5.5","87","10.1"
"Helsinki Kumpula","2021","10","22","10:00","6.1","6.4","5.6","84","10.1"
"Helsinki Kumpula","2021","10","22","11:00","6.2","6.4","5.9","81","10.7"
"Helsinki Kumpula","2021","10","22","12:00","6.2","6.4","5.9","81","10.1"
"Helsinki Kumpula","2021","10","22","13:00","6.2","6.4","6","80","9.7"
"Helsinki Kumpula","2021","10","22","14:00","6.1","6.4","5.5","80","9.4"
"Helsinki Kumpula","2021","10","22","15:00","5.2","5.5","4.9","89","9.9"
"Helsinki Kumpula","2021","10","22","16:00","4.9","5.1","4.7","92","10"
"Helsinki Kumpula","2021","10","22","17:00","4.9","5.1","4.8","89","9.6"
"Helsinki Kumpula","2021","10","22","18:00","4.8","4.8","4.6","90","8.8"
"Helsinki Kumpula","2021","10","22","19:00","4.5","4.7","4.2","90","9.1"
"Helsinki Kumpula","2021","10","22","20:00","4","4.2","3.8","93","8.1"
"Helsinki Kumpula","2021","10","22","21:00","3.3","3.9","2.8","92","8.1"
"Helsinki Kumpula","2021","10","22","22:00","2.5","2.8","2.3","92","7.5"
"Helsinki Kumpula","2021","10","22","23:00","2.1","2.4","2","93","6.2"
"Helsinki Kumpula","2021","10","23","00:00","1.8","2","1.6","94","5.9"
"Helsinki Kumpula","2021","10","23","01:00","1.5","1.7","1.4","95","5.8"
"Helsinki Kumpula","2021","10","23","02:00","1.3","1.4","1.2","96","5.8"
"Helsinki Kumpula","2021","10","23","03:00","1.2","1.3","1.1","96","5.3"
"Helsinki Kumpula","2021","10","23","04:00","1.5","1.6","1.3","96","5.5"
"Helsinki Kumpula","2021","10","23","05:00","1.7","1.7","1.6","95","4.8"
"Helsinki Kumpula","2021","10","23","06:00","1.8","1.9","1.7","94","5"
"Helsinki Kumpula","2021","10","23","07:00","1.9","2.1","1.7","93","5.5"
"Helsinki Kumpula","2021","10","23","08:00","2.4","2.7","2.1","91","5.4"
"Helsinki Kumpula","2021","10","23","09:00","2.9","3","2.7","89","5.4"
"Helsinki Kumpula","2021","10","23","10:00","3.1","3.4","2.9","88","5.4"
"Helsinki Kumpula","2021","10","23","11:00","3.5","3.9","3.3","80","6.4"
"Helsinki Kumpula","2021","10","23","12:00","3.8","4","3.7","78","4.9"
"Helsinki Kumpula","2021","10","23","13:00","3.3","3.9","3","86","4.2"
"Helsinki Kumpula","2021","10","23","14:00","2.8","3","2.7","86","4.6"
"Helsinki Kumpula","2021","10","23","15:00","2.7","2.8","2.5","81","4.8"
"Helsinki Kumpula","2021","10","23","16:00","2.2","2.5","1.6","81","4.4"
"Helsinki Kumpula","2021","10","23","17:00","1","1.5","0.7","87","4.2"
"Helsinki Kumpula","2021","10","23","18:00","0.8","1","0.6","88","3.6"
"Helsinki Kumpula","2021","10","23","19:00","0.9","1.1","0.8","82","3.9"
"Helsinki Kumpula","2021","10","23","20:00","0.8","0.9","0.7","80","4.2"
"Helsinki Kumpula","2021","10","23","21:00","0.6","0.7","0.3","75","4.7"
"Helsinki Kumpula","2021","10","23","22:00","0.3","0.4","0.1","74","4"
"Helsinki Kumpula","2021","10","23","23:00","0.4","0.5","0.3","73","4.3"
"Helsinki Kumpula","2021","10","24","00:00","0.1","0.3","-0.4","75","3.7"
"Helsinki Kumpula","2021","10","24","01:00","-0.9","-0.4","-1.6","79","3"
"Helsinki Kumpula","2021","10","24","02:00","-1.9","-1.6","-2.1","87","3"
"Helsinki Kumpula","2021","10","24","03:00","-1.9","-1.7","-2.1","90","2.7"
"Helsinki Kumpula","2021","10","24","04:00","-2.5","-2","-2.6","93","2"
"Helsinki Kumpula","2021","10","24","05:00","-3","-2.5","-3.5","95","2.2"
"Helsinki Kumpula","2021","10","24","06:00","-3.1","-2.9","-3.3","96","2.1"
"Helsinki Kumpula","2021","10","24","07:00","-1.7","-1","-2.8","92","1.7"
"Helsinki Kumpula","2021","10","24","08:00","-0.4","0.5","-1","83","0.9"
"Helsinki Kumpula","2021","10","24","09:00","0.8","1.4","0.4","74","0.8"
"Helsinki Kumpula","2021","10","24","10:00","2.2","2.6","1.4","65","1.9"
"Helsinki Kumpula","2021","10","24","11:00","3","3.3","2.6","65","2.5"
"Helsinki Kumpula","2021","10","24","12:00","3.3","3.5","3","65","3.2"
"Helsinki Kumpula","2021","10","24","13:00","3.6","3.7","3.4","65","3.9"
"Helsinki Kumpula","2021","10","24","14:00","3.8","4","3.7","69","4.4"
"Helsinki Kumpula","2021","10","24","15:00","4.1","4.2","4","74","5.5"
"Helsinki Kumpula","2021","10","24","16:00","3.8","3.9","3.7","86","5.8"
"Helsinki Kumpula","2021","10","24","17:00","4.2","4.7","3.8","92","5.2"
"Helsinki Kumpula","2021","10","24","18:00","5.3","5.8","4.7","92","5.8"
"Helsinki Kumpula","2021","10","24","19:00","6","6.3","5.8","93","6.8"
"Helsinki Kumpula","2021","10","24","20:00","6.6","7","6.2","92","7.7"
"Helsinki Kumpula","2021","10","24","21:00","7.2","7.4","7","93","7.2"
"Helsinki Kumpula","2021","10","24","22:00","7.5","7.7","7.3","94","7.3"
"Helsinki Kumpula","2021","10","24","23:00","7.9","7.9","7.7","94","6.8"
"Helsinki Kumpula","2021","10","25","00:00","8.2","8.4","8","96","6"
"Helsinki Kumpula","2021","10","25","01:00","8.6","8.8","8.3","96","6.7"
"Helsinki Kumpula","2021","10","25","02:00","8.9","9.1","8.7","94","6.9"
"Helsinki Kumpula","2021","10","25","03:00","9","9.1","8.9","93","6.7"
"Helsinki Kumpula","2021","10","25","04:00","8.8","9","8.7","92","6.9"
"Helsinki Kumpula","2021","10","25","05:00","8.8","8.9","8.6","90","6.1"
"Helsinki Kumpula","2021","10","25","06:00","8.7","8.8","8.5","88","6.6"
"Helsinki Kumpula","2021","10","25","07:00","8.9","9.1","8.8","87","7.6"
"Helsinki Kumpula","2021","10","25","08:00","9.2","9.4","9","87","7.9"
"Helsinki Kumpula","2021","10","25","09:00","9.2","9.4","9.1","81","8"
"Helsinki Kumpula","2021","10","25","10:00","9.6","9.8","9.4","76","8.1"
"Helsinki Kumpula","2021","10","25","11:00","9.7","10","9.5","77","7.7"
"Helsinki Kumpula","2021","10","25","12:00","9.8","10.6","9.6","74","7.4"
"Helsinki Kumpula","2021","10","25","13:00","9.3","9.6","9.2","76","7.6"
"Helsinki Kumpula","2021","10","25","14:00","9.1","9.2","8.9","75","7.9"
"Helsinki Kumpula","2021","10","25","15:00","8.8","8.9","8.7","74","7.3"
"Helsinki Kumpula","2021","10","25","16:00","8.7","8.9","8.6","77","6.9"
"Helsinki Kumpula","2021","10","25","17:00","8.8","8.9","8.7","76","6.2"
"Helsinki Kumpula","2021","10","25","18:00","8.8","9","8.6","77","6.1"
"Helsinki Kumpula","2021","10","25","19:00","8.7","8.8","8.5","81","5.7"
"Helsinki Kumpula","2021","10","25","20:00","8.7","8.8","8.6","80","5.8"
"Helsinki Kumpula","2021","10","25","21:00","8.7","8.8","8.5","77","5.7"
"Helsinki Kumpula","2021","10","25","22:00","8.6","8.7","8.5","80","5.8"
"Helsinki Kumpula","2021","10","25","23:00","8.4","8.6","8.2","80","5.2"
"Helsinki Kumpula","2021","10","26","00:00","7.3","8.1","6.5","79","4.5"
"Helsinki Kumpula","2021","10","26","01:00","6.4","7.1","6.1","84","3.7"
"Helsinki Kumpula","2021","10","26","02:00","7.2","7.3","7","84","4.2"
"Helsinki Kumpula","2021","10","26","03:00","7.5","7.8","7.2","86","4.9"
"Helsinki Kumpula","2021","10","26","04:00","7.6","7.9","7.2","87","4.6"
"Helsinki Kumpula","2021","10","26","05:00","7.6","8","7","90","4.9"
"Helsinki Kumpula","2021","10","26","06:00","8","8.2","7.7","90","5"
"Helsinki Kumpula","2021","10","26","07:00","8.5","8.7","8.2","91","4.6"
"Helsinki Kumpula","2021","10","26","08:00","9","9.3","8.7","90","5.3"
"Helsinki Kumpula","2021","10","26","09:00","9.2","9.4","8.8","88","6.1"
"Helsinki Kumpula","2021","10","26","10:00","9","9.4","8.7","91","5"
"Helsinki Kumpula","2021","10","26","11:00","9.3","9.5","9.2","88","5"
"Helsinki Kumpula","2021","10","26","12:00","9.2","9.3","9.1","89","4.3"
"Helsinki Kumpula","2021","10","26","13:00","9.2","9.4","9.1","89","4.6"
